#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
480,,Diogo Pinto,0,0.12,36.36,0.24,0,0
481,,João Gamboa,0,0.06,28.57,0.35,0,0
482,,Bastien Toma,0,0,50,0.83,0,0
483,,Uilton Silva,0.03,0.03,42.31,0.62,0,0
484,,Joao Marques,0,0,50,0.45,0,0
485,,Amine Oudrhiri,0,0,100,0.11,0,0
486,,Paulo,0,0,0,0.13,0,0
487,,Pedro Ganchas,0,0.2,0,0.4,0,0
488,,Arsénio Nunes,0,0.03,40.91,0.32,0,0
489,,Lucas Áfrico,0,0,0,0.17,0,0
490,,Cuca,0,0,75,0.15,0,0
491,,Jorge Silva,0,0,42.86,0.06,0,0
492,,Gilson Tavares,0,0,12.5,0.36,0,0
493,,Arthur Sales,0,0,33.33,0.42,0,0
494,,Gustavo Klismahn,0,0.07,30,0.33,0,0
495,,Ricardinho,0,0,32.86,0.8,0,0
496,,Jan Vertonghen,0,0,0,0,0,0
497,,Lukáš Horníček,0,0,0,0,0,0
498,,Dylan Collard,0,0,0,0,0,0
499,,Rúben Oliveira,0,0,0,0,0,0
500,,Tiago Morais,0,0,0,0,0,0
501,,Rafael Fernandes,0,0,0,1,0,0
502,,Fernando Gomes,0,0,0,0.5,0,0
503,,Goncalo Nogueira,0,0,0,0,0,0
504,,Machado,0,0,0,0,0,0
505,,Tiago Ilori,0,0,0,0.33,0,0
506,,Francis Cann,0,0,0,0.33,0,0
507,,Tiago Sá,0,0,0,0,0,0
508,,Pedro Santos,0,0,0,0,0,0
509,,Pedro Brazão,0,0,42.86,1.17,0,0
510,,Walter González,0,0.17,37.5,1.17,0,0
511,,Antonio Zarzana,0,0,27.27,0.83,0,0
512,,Patrick Fernandes,0,0,33.33,0.33,0,0
513,,Pedro Moreira,0,0,100,0,0,0
514,,Jean-Baptiste Gorby,0,0,100,0.29,0,0
515,,Bruno Marques,0.06,0.18,37.5,0.82,0,0
516,,Mizuki Arai,0,0,27.27,0.88,0,0
517,,Junior Kadile,0.07,0.21,40.48,1.21,0,0
518,,Joel Silva,0,0,0,0,0,0
519,,Tomás Händel,0.11,0,75,0.56,0.11,0
520,,Fábio Gomes,0,0.11,16.67,0.89,0,0
521,,Gustavo Sá,0,0,42.86,0.4,0,0
522,,Diogo Calila,0,0,57.14,0.13,0,0
523,,Marlon,0,0.2,21.05,0.7,0,0
524,,Franco Israel,0,0,0,0,0,0
525,,Robson,0,0,0,0.17,0,0
526,,Abdul Fatawu Issahaku,0,0.17,46.15,0.67,0,0
527,,Kayky,0,0,25,0.63,0,0
528,,Nanú,0,0,55.17,0.18,0,0
529,,Magrão,0,0,0,0,0,0
530,,Miguel Reisinho,0,0,50,0.33,0,0
531,,Casper Tengstedt,0,0,0,0.25,0,0
532,,Weverson,0,0,0,0,0,0
533,,Lucho Vega,0,0,0,0.57,0,0
534,,Celton Biai,0,0,0,0,0,0
535,,João Ferreira,0,0,28.57,0.13,0,0
536,,Gonçalo Esteves,0,0,75,0.33,0,0
537,,Sérgio Conceição,0,0,0,0,0,0
538,,César Dutra,0,0,0,0,0,0
539,,Ryoya Ogawa,0,0,50,0.17,0,0
540,,Pedro Rafael Oliveira,0,0,0,0,0,0
541,,Miguel Monteiro,0,1,0,2,0,0
542,,João Victor,0,0,0,0,0,0
543,,Rúben Marques,0,0,50,0,0,0
544,,Clésio Baúque,0,0,20,0.5,0,0
545,,Andre Teles,0,0,66.67,0,0,0
546,,David Tavares,0,0,100,0,0,0
547,,Giorgi Makaridze,0,0,0,0,0,0
548,,Mauro Couto,0,0.2,25,0.2,0,0
549,,João Marcos,0,0,0,0.5,0,0
550,,Alejandro Alvarado Jr,0,0.4,50,0.6,0,0
551,,Indio,0,0,0,0.13,0,0
552,,Igor Vekić,0,0,0,0,0,0
553,,Yusuf Bamidele,0.2,0,50,0.6,0,0
554,,Luís Bastos,0,0,20,0.13,0,0
555,,Bruno Reis,0,0.25,0,0.25,0,0
556,,Léo Pereira,0,0,30.77,0.6,0,0
557,,Diogo Ferreira,0,0,0,0,0,0
558,,Hugo Oliveira,0,0,0,0,0,0
559,,Jorge Karse,0,0,50,0.5,0,0
560,,Eduardo Borges,0,0,0,0,0,0
561,,Fernando Fonseca,0,0,33.33,0,0,0
562,,Pedro Sá,0,0,66.67,0.15,0,0
563,,Andrés Sarmiento,0,0,66.67,0.25,0,0
564,,Bernardo Folha,0,0,50,0.4,0,0
565,,Monsuru Opeyemi,0,1,0,1,0,0
566,,Emmanuel Hackman,0,0.5,50,0.5,0,0
567,,Guilherme,0,0,0,0,0,0
568,,Ze Oliveira,0,0,0,0,0,0
569,,Henrique Araújo,0,0.6,100,0.6,0,0
570,,Alfa Semedo,0,0,0,0,0,0
571,,Andreas Schjelderup,0,0,0,0,0,0
572,,Cher Ndour,0,0,0,0,0,0
573,,Samuel Soares,0,0,0,0,0,0
574,,Vasco Sousa,0,0,0,0,0,0
575,,Abraham Marcus,0,0,100,0,0,0
576,,João Valido,0,0,0,0,0,0
577,,Berna,0,0,0,0,0,0
578,,Gonçalo Filipe,0,0,0,0,0,0
579,,John Brooks,0,0,0,0,0,0
