#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
311,,Jonathan Gonzalez,0.67,0.93,0,0.6,0,0.4
312,,Christian Tabó,0.5,0.13,0,0.19,0,0.25
313,,Miguel Sansores,0.85,0.15,0,0.46,0,0.62
314,,Pablo Bennevendo,1.76,0.65,0,1.71,0,0.47
315,,Jorge Rodríguez,0.83,0.33,0.08,0.42,0,0.33
316,,Emerson Rodríguez,1.42,0.26,0,0.21,0,0.89
317,,Javier Correa,0.2,0,0,0.07,0,0
318,,Vladimir Loroña,0.5,0.25,0,0.38,0,0.38
319,,Hugo Rodríguez,1.57,0.86,0,2.71,0,0.29
320,,Gustavo Ferrareis,1.76,0.88,0,1.88,0,1.06
321,,Omar Mendoza,1.85,1.31,0.08,1.69,0,1.15
322,,Leonel Prieto,1,0,0,0,0,0
323,,Roberto Meraz,2,0.5,0,0,0,0
324,,Hiram Mier,0,0,0,0,0,0
325,,Edson Gutiérrez,0,2,0,3,0,0
326,,Benjamín Galdames,0,0,0,0,0,0
327,,Aarón Mejía,2,1,0,0.67,0,1
328,,Alberto García,0,0,0,0,0,0.17
329,,Agustín Urzi,1.09,0.73,0,0,0,0.55
330,,Jesus Venegas,1.36,1.18,0,1.27,0,1.09
331,,Nicolás Cordero,0.44,0.22,0,0.89,0,0.33
332,,Sebastián Pérez Bouquet,1.38,0.38,0,0.13,0,1.38
333,,Eduardo Águila,0.83,0.5,0,0.83,0,0.17
334,,Jordan Sierra,1.12,0.65,0,0.24,0,0.82
335,,Marcelo Flores,0.3,0.1,0,0.1,0,0.1
336,,Daniel Aguilar,0.4,0.2,0,0.4,0,0.4
337,,Andrés Sánchez,0,0.07,0,1.29,0,0.07
338,,Moises Mosquera,2.31,1.69,0,4.69,0.08,0.54
339,,Alan Torres,0.5,0.75,0,0.5,0,0.5
340,,Salvador Reyes,1.06,0.5,0,0.69,0,0.31
341,,Jorge Berlanga,0.86,1.14,0,2.71,0,0.57
342,,Rafael Guerrero,1.2,1.6,0.1,0.7,0,0.3
343,,Raymundo Fulgencio,0.33,0.2,0,0.33,0,0.53
344,,Augusto Lotti,0.67,0,0,0,0,0.33
345,,Alejandro Mayorga,1,0.57,0,1,0,0.86
346,,Celso Ortiz,1.86,1.29,0.07,0.57,0,1.07
347,,Raúl Camacho,0,0,0,0.6,0,0.2
348,,Diego Campillo,1.6,0.6,0.2,3.6,0,1.2
349,,Santiago Muñoz,0.17,0.08,0,0.08,0,0.25
350,,Jesús Sánchez,3.4,0.4,0,1.4,0,2
351,,Jesús Dueñas,0.33,0,0,0,0,0.17
352,,Rodrigo Godinez,0,0.33,0,0.67,0,0.17
353,,Heriberto De Jesus,1.5,0.25,0,0.08,0,0.75
354,,Luis Amarilla,0.87,0.07,0.07,1.27,0,0.6
355,,Marco García,0.75,0.13,0,0.13,0,0.88
356,,Paolo Yrizar,1,0,0,0,0,0.5
357,,Angel Jordan,0.25,0.25,0,0,0,0
358,,Fernando Ordonez,0.33,0.67,0,0.5,0,0.17
359,,Jaime Gomez,2.08,0.62,0,0.77,0,0.85
