#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
424,,José Cotrina,1.14,3.14,0.14,4.14,0.14,0.43
425,,Diego Temoche,0.43,0,0,0,0,0.14
426,,Cristian Carbajal,1.17,1,0,0.83,0,0.5
427,,Sharif Ramírez,0.6,0,0,0.4,0,0.6
428,,Roberto Campos,0.5,0.4,0,0,0,0.2
429,,Valentino Sandoval,0.89,0.11,0,0,0,0.56
430,,Saúl Salas,1.63,1.75,0.13,4.13,0,0.88
431,,Antony Quijano,1.55,1.09,0,0.73,0,0.64
432,,Ignacio Rey,0.38,0,0,0.08,0,0.23
433,,Josue Rodriguez,0.73,0.4,0,0.93,0.07,0.13
434,,Royer Salcedo,1,0.33,0,0,0,0.67
