#,Team,Name,Appearances
225,,Diego Chávez,28
226,,Hernán Rengifo,18
227,,Lucas Federico Trejo,29
228,,Jean Deza,12
229,,Manuel Tejada,17
230,,Gonzalo Verón,27
231,,Gabriel Tellas,24
232,,Luis Garcia,21
233,,Luciano Recalde,32
234,,Joao Grimaldo,22
235,,Arón Sánchez,22
236,,Ayrthon Quintana,28
237,,Giancarlo Carmona,31
238,,Sinclair García,3
239,,Jorge Murrugarra,22
240,,Nicolás Olivera,30
241,,Diego Soto,25
242,,Anthony Rosell,30
243,,Christian Ramos,22
244,,Alvaro Ampuero,26
245,,Juan Tuesta,23
246,,Juan Morales,29
247,,Arley Rodríguez,30
248,,Kevin Quevedo,25
249,,Relly Fernández,28
250,,Sebastián Gonzalez Zela,17
251,,Jesus Chavez,21
252,,Luis Ramírez,29
253,,Alexis Rodríguez,28
254,,Federico Nicosia,4
255,,Óscar Pinto,8
256,,Hugo Ancajima,17
257,,Jonathan Bilbao,17
258,,Jeickson Reyes,14
259,,Santiago Arias,29
260,,Aryan Romani,21
261,,Miguel Cornejo,17
262,,Fernando Pacheco,7
263,,Paulo De La Cruz,23
264,,Manuel Ganoza,21
265,,Kevin Moreno,21
266,,Piero Vivanco,27
267,,Erick Gonzales,20
268,,Charles Monsalvo,18
269,,Jhosep Nuñez,14
270,,Ángel Romero,25
271,,Cristian Mejia,29
272,,Walter Tandazo,29
273,,Elvis Payé,9
274,,Santiago Pallares,4
275,,Alexander Succar,25
276,,Mathias Carpio,25
277,,Adrian Gutierrez,17
278,,Jimmy Pérez,26
279,,Williams Guzmán,19
280,,Luis Machado,10
281,,Franco Medina,31
282,,Juan Diego Lojas,17
283,,Yorkman Tello,14
284,,Emilio Saba,15
285,,Jean Pierre Archimbaud,31
286,,Christian Velarde,15
287,,Claudio Torrejón,22
288,,Diego Espinoza,20
289,,José De la Cruz,20
290,,Elsar Rodas,19
291,,José Zevallos,5
292,,Marcelo Gaona,15
293,,Luis Carranza,7
294,,Carlos Montoya,1
295,,Waldir Calderon,2
296,,Koichi Aparicio,4
297,,Juan Quiñones,7
298,,Willy Pretel,8
299,,Juan Goyoneche,9
300,,Carlos Ascues,29
301,,Marcos Ortiz,22
302,,Jose Eduardo Caballero,17
303,,Ángel Pérez,31
304,,Erick Canales,14
305,,Jacson Pita Mina,13
306,,Aldair Fuentes,16
307,,Carlos Olascuaga,11
308,,Benjamín Ampuero,12
309,,Emanuel Ibáñez,27
310,,Kevin Ruiz,24
311,,Fabio Rojas,16
312,,Marcos Delgado,24
313,,Leonardo Villar,6
314,,Jesús Barco,11
315,,Bryan Reyna,27
316,,Alfredo Rojas,25
317,,Óscar Vílchez,10
318,,Joazhiño Arroé,27
319,,Jean Tragodara,11
320,,Gerson Barreto,26
321,,Renzo Revoredo,16
322,,Neil Marcos,8
323,,Jefferson Portales,9
324,,Juan Pablo Carranza,10
325,,Aldair Perleche,15
326,,Alonso Tamaríz,26
327,,Armando Alfageme,17
328,,Alexis Cossio,20
329,,José Ramírez,31
330,,Christopher Olivares,16
331,,Ronald Ruiz,3
332,,Gino Roque,12
333,,Flavio Fernández,13
334,,Joao Villamarin,15
335,,Carlos Uribe,31
336,,Carlos Junior Huerto,12
337,,Mathias Llontop,15
338,,Junior Morales,17
339,,Jesús Pretell,21
340,,Carlos Correa,28
341,,Martín Parra,9
342,,Alexander Lecaros,15
343,,Oshiro Takeuchi,14
344,,Tiago Cantoro,4
345,,Paolo Méndez,4
346,,Kevin Peña,30
347,,Oswaldo Valenzuela,11
348,,José Bustamante,2
349,,Josimar Atoche,8
350,,Carlos Vidal Arroyo Molina,24
351,,Rodrigo Vilca,21
352,,Arquímedes Figuera,27
353,,Edgar Benítez,14
354,,Paolo Hurtado,7
355,,Rafael Guarderas,15
356,,Gustavo Viera,29
357,,Piero Serra,26
358,,Jorge Toledo,17
359,,Kleiber Palomino,9
360,,Oslimg Mora,15
361,,Christian Vasquez,16
362,,Jose Inga,25
363,,Christian Vargas,19
364,,Wilmer Aguirre,23
365,,Orlando Nuñez,23
366,,Jesus Mendieta,21
367,,Maximiliano Freitas,13
368,,Mathías Techera,5
369,,Darlin Leiton,8
370,,Erick Morillo,20
371,,Freddy Oncoy,8
372,,Robinson Alzamora,8
373,,Ronald Quinteros,26
374,,Paolo De La Haza,9
375,,Juan Barreda,9
376,,Michael Rasmussen,11
377,,Jorge Molina,11
378,,Jorge Bazan,26
379,,Stefano Fernández,19
380,,Pedro Bautista,2
381,,Carlos Neyra,8
382,,Edinson Chavez,18
383,,Jorge Tandazo,1
384,,Jerry Navarro,1
385,,Axel Domínguez,1
386,,Jean Pierre Vilchez,1
387,,Luis Duque,2
388,,Víctor Salas,3
389,,Roberto Villamarín,21
390,,Leonardo Mifflin,18
391,,Jose Carlos Fernandez,25
392,,Bryan Ríos,13
393,,Dylan Caro,10
394,,Baruj Aburto,11
395,,Yhirbis Cordova,26
396,,Mario Ceballos,12
397,,Jhamir D´Arrigo,28
398,,Mauricio Montes,12
399,,Gianmarco Gambetta,17
400,,Carlos Aliaga,8
401,,Rodrigo Menancho,4
402,,Jhon Vega,12
403,,Francisco Duclos,16
404,,David Dioses,17
405,,Brando Paladines,3
406,,Carlos Flores,13
407,,Rotceh Aguilar,23
408,,Jesus Arismendi,22
409,,Arly Benites,12
410,,Pedro De la Cruz,5
411,,Nicolás Figueroa,8
412,,Carlos Ruiz,9
413,,Yilton Díaz,9
414,,Jean Piere Mendoza,9
415,,Jorge Rios,10
416,,Emmanuel Páucar,18
417,,Piero Ratto,22
418,,Felipe Mesones,12
419,,Alonso Yovera,15
420,,Jefferson Farfán,3
421,,Jefferson Caceres,4
422,,Paulo Goyoneche,8
423,,Luiggi Alburqueque,12
424,,José Cotrina,7
425,,Diego Temoche,7
426,,Cristian Carbajal,6
427,,Sharif Ramírez,5
428,,Roberto Campos,10
429,,Valentino Sandoval,9
430,,Saúl Salas,8
431,,Antony Quijano,11
432,,Ignacio Rey,13
433,,Josue Rodriguez,15
434,,Royer Salcedo,3
435,,Jhilmar Lobatón,9
436,,Anthony Osorio,4
437,,Luis Rodríguez,4
438,,José Luján,9
439,,Hugo Magallanes,23
440,,Alessandro Moreno,4
441,,Juan Roque,5
442,,Jose Lozada,8
443,,Victor Bazan,9
444,,Guillermo Larios,12
445,,Kevin Ferreyra,5
446,,Carlos Meza,16
447,,Diego Ramírez,19
448,,Pier Larrauri,6
449,,Adrián Quiroz,14
450,,Mario Tajima,20
451,,Christian Adrianzen,11
452,,Carlos Martin Solis,25
453,,Eduardo Uribe,15
454,,Juan Sánchez,1
455,,Luis Valverde,1
456,,Luis Ramos,1
457,,Eduardo Rabanal,1
458,,Jeanfranco Castillo,1
459,,Romario Gamarra,1
460,,Paulo Mesias,2
461,,Luis Campos,2
462,,Bryan Molina,2
463,,Rodrigo Rodriguez,3
464,,Pedro Ibañez,3
465,,Francesco Cavagna,9
466,,José Guidino,12
467,,Erick Perleche,16
468,,Santiago Silva,22
469,,Damian Ismodes,11
470,,Franchesco Flores,10
471,,Gabriel Delgado,12
472,,Jhonny Mena,9
473,,Sebastian Aranda,23
474,,Alexander García,4
475,,Steven Rivadeneyra,6
476,,Claudio Yacob,7
477,,Janpierr Cano,6
478,,Josimar Vargas,12
479,,Alejandro González,29
480,,Jorge Aguero,2
481,,Victor Albujar,2
482,,Jiries Salem,3
483,,John Jairo Mosquera,4
484,,Renato Sandoval,4
485,,Mauricio Matzuda,11
486,,César Inga,12
487,,Maycol Infante,5
488,,José Soto,8
489,,Gonzalo Sanchez,3
490,,Sebastián Gutierrez,3
491,,Franklin Godos,4
492,,Daniel Camacho,4
493,,Michel Sosa,6
494,,Carlos Arriola,6
495,,John Fajardo,11
496,,Rodrigo Salinas,15
497,,Robin Wildhaber,1
498,,Diego Juárez,1
499,,Jose Lopez,2
500,,Pedro Paulo Requena,2
501,,Joe Iparraguirre,2
502,,Axel Chávez,2
503,,Dahwling Leudo,3
504,,Roberto Bardales,3
505,,Julio Vizcarra,3
506,,Alessandro Milesi,4
507,,Joseph Vega,7
508,,Anderson Guevara,2
509,,Roberto Céspedes,2
510,,Xavi Moreno,4
511,,Sebastian La Torre,3
512,,Ronaldo Andía,4
513,,Patrick Zubczuk,5
514,,Andres Lopez,10
515,,Mario Palomino,14
516,,Maycol Almonacid,1
517,,Diego Rodríguez,1
518,,Santiago Sáenz,1
519,,Cris Huayhua,1
520,,Sebastian Hidalgo,1
521,,Axel Gastelu,3
522,,Christian Ortiz,3
523,,Jack Safra,8
524,,Gustavo Loayza,5
525,,Jose Cánova,4
526,,Piero Zevallos,3
527,,Chase Villanueva,2
528,,Ítalo Espinoza,6
529,,Jeremy Chirinos,2
530,,Polo Castillo,1
531,,Giacomo Gambetta,2
532,,Michael Sotillo,1
533,,Jeferson Nolasco,1
534,,Jherson Reyes,1
535,,Luis Navea,0
536,,Juniors Barbieri,0
537,,Jonathan Medina,0
538,,Maximo Rabines,0
539,,Luís Barrios,0
540,,Benjamín Villalta,0
541,,Marcelo Matzuda,0
542,,Ricardo Farro,0
543,,Pedro Diaz,0
544,,Ángel De la Cruz,0
545,,Andy Huaman,0
546,,Nahuel Rodriguez,0
547,,Dorian Moyano,0
548,,Joseph Valladolid,0
549,,Aldair Ccorahua,0
550,,Ronald Vega,0
551,,Paulo Rodríguez,0
552,,Jimmy Jiménez,0
553,,Israel Kahn,0
554,,Junior Dávila,0
555,,Nelson Chaparro,0
556,,Sebastián Sotelo,0
557,,Roy Rodríguez,0
558,,Martín Quiroz,0
559,,Patricio Ramírez,0
560,,Fernando Cavalier,0
561,,Farihd Ortega,0
562,,Daniel Tarazona,0
563,,Marlon Ugarte,0
564,,Luis Zapata,0
565,,Alvaro Reynoso,0
566,,Jojhan Tocto Farfan,0
567,,Marco Medina,0
568,,Josue Torres,0
569,,Sebastien Pineau,1
570,,Juan Pablo Goicochea,1
571,,Anderson Villacorta,1
572,,Matías Córdova,1
573,,José Racchumick,1
574,,Renzo Salazar,1
575,,Piero Otiniano,1
576,,Joaquín Delgado,1
577,,Guillermo Rojas,1
578,,Gleen Cordero,1
579,,Piero Ferreira,1
