#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
347,,Ionuț Balaur,0,0.12,0,0,1.28,0.2
348,,Iasmin Latovlevici,0,0.18,0,0,0.91,0.09
349,,Nasser Chamed,0,0,0,0,0.63,0.05
350,,Denis Haruț,0,0,0,0,1,0.11
351,,Iulian Cristea,0,0.07,0,0,0.43,0.07
352,,Andrei Patache,0,0.11,0,0,1,0.21
353,,Mihai Velisar,0,0,0,0,0.2,0
354,,Denis Constantin Dumitrascu,0,0.06,0,0,0.89,0.09
355,,Cornel Dinu,0,0.06,0,0,0.75,0.06
356,,Cristian Merloi,0,0,0,0,0.22,0.13
357,,Ionut Laurentiu Radescu,0,0,0,0,0.88,0.15
358,,Gustavo Marins,0,0,0,0,0.2,0
359,,Daniel Toma,0,0,0,0,0.73,0.14
360,,Cyril Zabou,0,0,0,0,0.55,0.09
361,,Alexandru Vlad,0,0.15,0,0,0.31,0.31
362,,Vlad Pop,0,0.07,0,0,1.07,0.14
363,,Andreas Mihaiu,0,0,0,0,0.36,0.09
364,,Willie,0,0,0,0,0.09,0.27
365,,George Ganea,0,0,0,0,0.61,0.11
366,,Dragoș Iancu,0,0,0,0,0.18,0.09
367,,Ricardo Grigore,0,0.15,0,0,0.46,0.08
368,,Florian Haita,0,0,0,0,0.38,0.19
369,,Damien Dussaut,0,0,0,0,0,0
370,,Constantin Dima,0,0,0,0,0,0
371,,Alexandru Buzbuchi,2,0,0,0,1,0
372,,Narcis Cosmin Ilas,0,0,0,0,1,0
373,,Alexandru Stan,0,0,0,0,0,0
374,,George Dragomir,0,0,0,0,0,0
375,,Rareș Bălan,0,0,0,0,1.5,0
376,,Răzvan Sava,0.33,0.33,0,0,0.67,0
377,,Alexandru Musi,0,0,0,0,0.33,0.33
378,,Robert Ion,0,0,0,0,0,0
379,,Patrick Pașcalău,0,0,0,0,0,0
380,,Cristian Cherchez,0,0,0,0,0.2,0
381,,Claudiu Balan,0,0,0,0,0,0
382,,Andrei Peteleu,0,0,0,0,0.14,0.29
383,,Brent Lepistu,0,0,0,0,0.63,0.13
384,,Simon Moise Măzărache,0,0.07,0,0,0.43,0.07
385,,Romario Benzar,0,0.13,0,0,0.6,0.07
386,,Yacouba Sylla,0,0.2,0,0,1.07,0.33
387,,Eugeniu Cebotaru,0,0,0,0,0.44,0.06
388,,Raul Steau,0,0,0,0,0.33,0
389,,Răzvan Trif,0,0,0,0,0.93,0.21
390,,Francisco Junior,0,0,0,0,0.38,0.1
391,,Remus Guțea,0,0,0,0,0.43,0
392,,George Claudiu Negoescu,0,0,0,0,0.83,0
393,,Andrei Dragu,0,0.09,0,0,0.71,0.17
394,,José Gomes,0,0,0,0,0.63,0
395,,Ionuț Vînă,0,0,0,0,0.6,0.4
396,,Claudiu Belu,0,0.2,0,0,0.8,0
397,,Gabriel Debeljuh,0,0,0,0,0.75,0
398,,David Sala,0,0,0,0,0.17,0
399,,Andrei  Dumiter,0,0,0,0,0.31,0.13
400,,Matko Babić,0,0,0,0,0.3,0
401,,Sergiu Buş,0,0,0,0,0.2,0.05
402,,Junior Kabananga,0,0,0,0,0.4,0.1
403,,Enes Sali,0,0,0,0,0.26,0.05
404,,Ioan Hora,0,0,0,0,0,0
405,,Sorin Șerban,0,0,0,0,1,0
406,,Emanuel Dat,0,0,0,0,2,0
407,,Alexandru Daniel Jipa,0,0,0,0,0,0
408,,Salvatore Marrone,0,0,0,0,0.33,0
409,,Mirko Ivanovski,0,0,0,0,0.71,0.07
410,,Damian Isac,0,0,0,0,0.64,0.09
411,,Răzvan Oaidă,0,0.09,0,0,0.68,0.09
412,,Alexandru Boiciuc,0,0,0,0,0.25,0
413,,Lucian Dumitriu,0,0,0,0,0.6,0.11
414,,Lóránd Fülöp,0,0.04,0,0,0.56,0.08
415,,Eduard Radaslavescu,0,0,0,0,0.33,0.13
416,,Rares Pop,0,0.04,0,0,0.76,0.28
417,,Segej Grubac,0,0,0,0,0.14,0.07
418,,Ionuț Cojocaru,0,0,0,0,0,0
419,,Roberto Voican,0,0,0,0,0,0
420,,Ovidiu Perianu,0,0.1,0,0,0.86,0.14
421,,Valentin Buhăcianu,0,0,0,0,0.19,0
422,,Stefan Blanaru,0,0.07,0,0,0.79,0.21
423,,Andrei Tîrcoveanu,0,0,0,0,0.74,0.05
424,,Elad Shahaf,0,0,0,0,0.58,0
