#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
264,,Alexandru Iacob,0,0,66.67,0.13,0,0
265,,Valentin Coșereanu,0,0.04,50,0.52,0,0
266,,Rareș Sebastian Ispas,0,0,65,0.15,0,0
267,,Marko Vukčević,0,0.03,39.53,0.31,0,0
268,,Bogdan Țîru,0,0,0,0,0,0
269,,Cristian Ignat,0,0,0,0.33,0,0
270,,Jayson Papeau,0,0.05,71.15,0.9,0,0
271,,Christopher Braun,0.03,0,50,0.3,0,0
272,,Marius Cioiu,0.04,0,44.83,0.48,0,0
273,,Mihai Roman,0,0,45,0.94,0,0
274,,Billel Omrani,0.09,0.14,26.32,1.18,0,0
275,,Terrence Tisdell,0.25,0,60,1,0,0
276,,Ovidiu Popescu,0.06,0,60,0.59,0,0
277,,Ayrton Mboko-Sambeya,0,0,50,0,0,0
278,,Facundo Rizzi,0,0,50,0.31,0,0
279,,Sebastian Mladen,0,0,0,0.25,0,0
280,,Vlad Morar,0.19,0.05,31.58,1.38,0,0
281,,Cosmin Tucaliuc,0,0,50,0.42,0,0
282,,Mihai Radut,0.05,0.05,52.63,0.45,0.05,0
283,,Boban Nikolov,0,0,100,0.09,0,0
284,,Antoni Ivanov,0,0,53.33,0.36,0,0
285,,Alexandru Buziuc,0.08,0.08,14.29,1,0,0
286,,Shaquill Sno,0.07,0.03,62.16,0.17,0,0
287,,Radu Boboc,0,0,33.33,0.33,0,0
288,,Andrei Miron,0,0,0,0.14,0,0
289,,Andrei Serban,0.07,0.03,59.38,1.17,0,0
290,,Cristian Costin,0.03,0.09,50,0.83,0,0
291,,Mihai Lixandru,0.03,0,56.6,0.3,0,0
292,,Dan Sirbu,0,0.03,56.67,0.2,0,0
293,,Roberto Romeo,0,0,33.33,0.25,0,0
294,,Danilo Kucher,0,0,0,0,0,0
295,,Sekou Sidibe,0.16,0.05,36,1.16,0.05,0
296,,Adrian Ionuț Bălan,0.14,0.21,50,1.5,0.07,0
297,,Alin Dobrosavlevici,0,0.1,60,0.3,0,0
298,,Roland Varga,0,0,10,1.25,0,0
299,,Rivaldinho,0.04,0.09,12.5,0.91,0.04,0
300,,Stefan Milošević,0.25,0.06,66.67,0.94,0.06,0
301,,Virgile Pinson,0,0,55.32,0.72,0,0
302,,Cristian Neguț,0.17,0.2,42.86,1.77,0,0
303,,David Miculescu,0.13,0.15,51.28,1.28,0.05,0
304,,Andrei Borza,0.09,0,53.13,0.52,0,0
305,,Ivan Goranov,0,0.13,60,0.13,0,0
306,,Vlad Mitrea,0,0,0,0,0,0
307,,Andrei Militaru,0,0,100,0,0,0
308,,Adrian Gîdea,0,0,0,0.25,0,0
309,,Rijad Sadiku,0,0,80,0.37,0,0
310,,Philip Otele,0.15,0.24,54.03,1.53,0.03,0
311,,Kevin Koubemba,0.14,0.14,61.54,1.36,0,0
312,,Cristi Bărbuț,0,0,36.11,0.72,0,0
313,,Alexandru Oroian,0.06,0.09,48.15,0.64,0,0
314,,Andrei Pițian,0,0,60,0.5,0,0
315,,Godberg Cooper,0.19,0.11,37.93,1.07,0.11,0
316,,Anass Achahbar,0.07,0.07,16.67,0.36,0,0
317,,Anton Maglica,0.1,0,0,0.2,0,0
318,,Nicolae Carnat,0.04,0,54.24,1.42,0,0
319,,Florin Purece,0,0.07,60,0.86,0,0
320,,Wesley Jobello,0.03,0.06,50,0.84,0,0
321,,Franco Mussis,0,0.08,66.67,0.67,0,0
322,,Ionuț Biceanu,0,0,44.44,0.53,0,0
323,,Vesel Limaj,0.07,0.13,35.29,1.13,0,0
324,,Dorian Bertrand,0.08,0.13,50,0.83,0,0
325,,Fábio Vianna,0,0,22.22,0.27,0,0
326,,Tiberiu Căpuşă,0.03,0.06,50,0.62,0,0
327,,Christian Irobiso,0.22,0.28,40.91,1.75,0.09,0
328,,Florin Borța,0,0.04,38.46,0.42,0,0
329,,Radu Negru,0,0.09,43.1,0.4,0,0
330,,Gabriel Simion,0,0.04,83.33,0.36,0,0
331,,Ionuț Şerban,0.06,0,43.75,1,0,0
332,,Xian Emmers,0.04,0.04,49.12,0.83,0,0
333,,Alexandru Pantea,0,0.06,23.08,0.41,0,0
334,,Hélder Tavares,0,0,55.56,0.03,0,0
335,,Junior Tallo,0,0,66.67,0.75,0,0
336,,Zorhan Bassong,0,0,50,0.38,0,0
337,,Andrei Burlacu,0,0,46.15,0.42,0,0
338,,Adrian Ionita,0,0,42.86,0.26,0,0
339,,Kevin Doukoure,0.04,0.04,40,0.37,0.04,0
340,,Jérémy Corinus,0,0.06,50,0.33,0,0
341,,Valerică Găman,0,0.07,100,0.2,0,0
342,,Benjamin van Durmen,0.12,0,53.33,0.44,0,0
343,,Dragoș Tescan,0.08,0.17,43.75,0.92,0,0
344,,Aly Abeid,0.05,0,57.14,0.48,0,0
345,,Juraj Badelj,0,0,66.67,0.43,0,0
346,,Enriko Papa,0,0,0,0.5,0,0
347,,Ionuț Balaur,0.04,0,66.67,0.32,0,0
348,,Iasmin Latovlevici,0,0,62.5,0.64,0,0
349,,Nasser Chamed,0,0,63.64,0.84,0,0
350,,Denis Haruț,0,0,0,0.44,0,0
351,,Iulian Cristea,0,0,100,0.29,0,0
352,,Andrei Patache,0.05,0.05,42.11,0.16,0,0
353,,Mihai Velisar,0,0,50,0.2,0,0
354,,Denis Constantin Dumitrascu,0,0.03,50,0.54,0,0
355,,Cornel Dinu,0,0,100,0,0,0
356,,Cristian Merloi,0,0.04,60,0.74,0,0
357,,Ionut Laurentiu Radescu,0,0,32.61,0.42,0,0
358,,Gustavo Marins,0,0,0,0,0,0
359,,Daniel Toma,0,0,77.78,0.18,0,0
360,,Cyril Zabou,0,0.14,53.57,1.09,0,0
361,,Alexandru Vlad,0,0,40,0.15,0,0
362,,Vlad Pop,0,0,57.45,0.55,0,0
363,,Andreas Mihaiu,0.09,0,50,0.36,0,0
364,,Willie,0,0.18,78.57,0.73,0,0
365,,George Ganea,0.14,0.04,33.33,0.79,0,0
366,,Dragoș Iancu,0,0,25,0.27,0,0
367,,Ricardo Grigore,0,0,66.67,0.38,0,0
368,,Florian Haita,0,0,50,0.88,0,0
369,,Damien Dussaut,0,0,33.33,0,0,0
370,,Constantin Dima,0,0,0,1,0,0
371,,Alexandru Buzbuchi,0,0,0,0,0,0
372,,Narcis Cosmin Ilas,0,0,0,0,0,0
373,,Alexandru Stan,0,0,100,0.5,0,0
374,,George Dragomir,0,0,100,0,0,0
375,,Rareș Bălan,0,0,0,1,0,0
376,,Răzvan Sava,0,0,100,0,0,0
377,,Alexandru Musi,0,0,57.14,0.67,0,0
378,,Robert Ion,0,0.33,0,1,0,0
379,,Patrick Pașcalău,0,0,0,0.5,0,0
380,,Cristian Cherchez,0,0,100,0.4,0,0
381,,Claudiu Balan,0,0,33.33,0.17,0,0
382,,Andrei Peteleu,0,0,54.55,0.14,0,0
383,,Brent Lepistu,0,0,50,0.13,0,0
384,,Simon Moise Măzărache,0,0,33.33,0.43,0,0
