#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
336,,Zorhan Bassong,1.38,0.25,0,0.75,0,0.75
337,,Andrei Burlacu,0.33,0.17,0,0.25,0,0.08
338,,Adrian Ionita,1.41,1.41,0,2.56,0.04,0.63
339,,Kevin Doukoure,0.59,0.19,0,0.22,0,0.52
340,,Jérémy Corinus,1.72,1.44,0.17,2.83,0,0.33
341,,Valerică Găman,0.27,0.8,0,1.6,0.07,0.13
342,,Benjamin van Durmen,0.84,0.28,0.04,0.4,0,0.6
343,,Dragoș Tescan,0.5,0.08,0,0.33,0,0.42
344,,Aly Abeid,1.29,0.9,0.05,1.24,0,0.71
345,,Juraj Badelj,0.29,0.14,0,1.43,0,0.43
346,,Enriko Papa,1.25,0.69,0,0.75,0,1
347,,Ionuț Balaur,1.28,1.24,0,3.12,0,0.68
348,,Iasmin Latovlevici,1.27,0.55,0.09,1,0.09,0.27
349,,Nasser Chamed,0.32,0.16,0,0.21,0,0.42
350,,Denis Haruț,0.56,0.56,0,1.33,0,0.33
351,,Iulian Cristea,0.57,0.36,0.07,2.57,0,0.36
352,,Andrei Patache,1.11,0.21,0,1.53,0,0.26
353,,Mihai Velisar,0.8,0.4,0,0.6,0,0.2
354,,Denis Constantin Dumitrascu,1.31,0.66,0,1.26,0,0.54
355,,Cornel Dinu,1.69,0.75,0.06,1.19,0.06,0.25
356,,Cristian Merloi,0.22,0,0,0.04,0,0.22
357,,Ionut Laurentiu Radescu,1.33,0.97,0,0.55,0,1
358,,Gustavo Marins,0.6,0.6,0,2.6,0,0.4
359,,Daniel Toma,1.55,0.32,0,0.18,0,1.05
360,,Cyril Zabou,0.55,0.45,0,0.18,0,0.41
361,,Alexandru Vlad,0.62,0.46,0,0.38,0,0.31
362,,Vlad Pop,1.72,0.52,0,0.76,0,0.9
363,,Andreas Mihaiu,0.45,0.09,0,0,0,0
364,,Willie,0.36,0.09,0,0.09,0,0.18
365,,George Ganea,0.54,0.25,0,0.11,0,0.5
366,,Dragoș Iancu,0.82,0.36,0,0.27,0,0.09
367,,Ricardo Grigore,0.77,1.15,0.08,1.62,0,0.54
368,,Florian Haita,0.69,0.5,0,0.19,0,0.56
369,,Damien Dussaut,0,1,0,0,0,0
370,,Constantin Dima,0,0,0,0,0,0
371,,Alexandru Buzbuchi,0,0,0,1,0,0
372,,Narcis Cosmin Ilas,1,0,0,4,0,1
373,,Alexandru Stan,0,0,0,0,0,0
374,,George Dragomir,1,0,0,0.5,0,0.5
375,,Rareș Bălan,0.5,1,0,2.5,0,0.5
376,,Răzvan Sava,0,0,0,1.33,0,0
377,,Alexandru Musi,0,0,0,0.33,0,0.33
378,,Robert Ion,0.67,0,0,0.33,0,0.33
379,,Patrick Pașcalău,0.25,0,0,0,0,0
380,,Cristian Cherchez,0.2,0,0,0,0,0.2
381,,Claudiu Balan,0.33,0,0,0,0,0
382,,Andrei Peteleu,0.86,0.29,0,0.29,0,0.29
383,,Brent Lepistu,1.13,1.38,0,1.88,0,0.75
384,,Simon Moise Măzărache,0.64,0.14,0,0.29,0,0.43
385,,Romario Benzar,0.67,1,0,1.4,0,0.87
386,,Yacouba Sylla,0.6,0.67,0,1,0,0.33
387,,Eugeniu Cebotaru,0.31,0.81,0.06,0.31,0,0.38
388,,Raul Steau,1,0.19,0,0.33,0,0.38
389,,Răzvan Trif,1.14,0.93,0,1.57,0,0.57
390,,Francisco Junior,0.95,0.52,0,0.52,0,0.67
391,,Remus Guțea,1.43,0,0,0.43,0,1.29
392,,George Claudiu Negoescu,0.5,0,0,0,0,0.17
393,,Andrei Dragu,1.03,0.51,0.06,0.86,0,0.4
394,,José Gomes,0.25,0.13,0,0.13,0,0.31
395,,Ionuț Vînă,0.4,0.4,0,0.6,0.2,1.4
396,,Claudiu Belu,1.4,0.6,0,1.2,0,0.4
397,,Gabriel Debeljuh,0,0,0,0.25,0,0
398,,David Sala,0.5,0,0,0.17,0,0.17
399,,Andrei  Dumiter,0.19,0,0,0.06,0,0.06
400,,Matko Babić,0.09,0.04,0,0.04,0,0.13
401,,Sergiu Buş,0.05,0.1,0,0.2,0,0.1
402,,Junior Kabananga,0.1,0,0,0,0,0
403,,Enes Sali,0.63,0.05,0,0.05,0,0.63
404,,Ioan Hora,0.5,0,0,0.5,0,0
405,,Sorin Șerban,2.5,0,0,0.5,0,1
406,,Emanuel Dat,1,0,0,0,0,0
407,,Alexandru Daniel Jipa,0,0,0,0.5,0,0
408,,Salvatore Marrone,0.5,0.5,0,0.33,0,0.17
409,,Mirko Ivanovski,0.36,0.29,0.07,1.14,0,0.43
410,,Damian Isac,1.45,0.73,0,0.82,0,1.09
411,,Răzvan Oaidă,1.59,0.68,0,0.18,0,0.5
412,,Alexandru Boiciuc,0.13,0,0,0.13,0,0.13
413,,Lucian Dumitriu,0.83,0.46,0,0.34,0,0.83
414,,Lóránd Fülöp,0.76,0.28,0,0.52,0,0.28
415,,Eduard Radaslavescu,0.33,0.07,0,0,0,0.47
416,,Rares Pop,0.8,0.36,0,0.32,0,0.96
417,,Segej Grubac,0.07,0,0,0.21,0,0
418,,Ionuț Cojocaru,0.67,0.33,0,0,0,0
419,,Roberto Voican,0.4,0,0,0.2,0,1.2
420,,Ovidiu Perianu,1.62,0.62,0,0.52,0,1.38
421,,Valentin Buhăcianu,0.06,0.06,0,0.19,0,0.13
422,,Stefan Blanaru,0.71,0.14,0,0.14,0,0.21
423,,Andrei Tîrcoveanu,0.26,0.32,0,0.16,0,0.32
424,,Elad Shahaf,1,0.42,0.08,0.58,0,0.75
425,,Cristian Dumitru,0.25,0,0,0,0,0.5
426,,Albert Hofman,0.25,0.25,0,0.75,0,0.75
427,,Valentin Sima,0.25,0.25,0,1.75,0,0
428,,Jakub Vojtuš,0,0,0,0.2,0,0
429,,Martin Raynov,0.75,0.25,0.13,1,0,0.38
430,,Ionuț Năstăsie,0.14,0.07,0,0,0,0
431,,Paul Pârvulescu,0.8,1.4,0,0.4,0.2,0.4
432,,Mihai Dobrescu,1,0.87,0,0.93,0,0.2
433,,Andrei Panait,1.42,1.08,0,0.88,0,0.73
434,,Valentin Costache,0.75,0.38,0,0.38,0,0.79
435,,Albert Stahl,0.3,0.35,0,0.17,0,0.3
436,,Jefté Betancor,0.14,0,0,0.14,0,0.29
437,,Adrian Cierpka,0,0,0,1,0,0
438,,Romario Moise,1,0,0,0,0,0
439,,Joseph Godwin,1,0,0,0,0,0
440,,Daniel Graovac,1.5,1.5,0,3.5,0,0.5
441,,Daniel Birzu,0,0.5,0.5,0.5,0,0
442,,Dylan Mboumbouni,1.4,0.4,0,2,0.2,0.2
443,,Orhan Ademi,0,0.13,0,0,0,0
444,,Ianis Stoica,0.19,0.06,0,0.13,0,0.44
445,,Ionut Burnea,1.58,1,0,1.74,0.05,0.58
446,,Mateus Santos,0.78,0.22,0,0.11,0,0.56
447,,Cristian Paz,1,0.5,0,3.1,0,1
448,,Mihai Bordeianu,0.77,0.62,0,1,0.08,0.85
449,,Boubacar Hanne,0.29,0.14,0,0,0,0.29
450,,Amadou Tidiane Diallo,0.92,0.33,0,0.25,0,0.58
451,,Geani Creţu,0.41,0.47,0,0.18,0,0.35
452,,Robert Moldoveanu,0.22,0.17,0,0.17,0,0.28
453,,Petar Petkovski,0.7,0.2,0,0.2,0,0.4
454,,Florin Ilie,0.63,1.13,0.08,2.58,0,0.63
455,,Laurențiu Brănescu,0,0.33,0,0.67,0,0
456,,Cătălin Hlistei,0,0,0,0,0,0
457,,Julio Donisa,0.22,0,0,0,0,0.56
458,,Dinu Moldovan,0,0,0,0.5,0,0
459,,Rolandas Baravykas,1.14,0.71,0,1,0,1
460,,Sebastian Micu,0,0,0,1,0,0
461,,Marian Danciu,0,0,0,0.5,0,1
462,,Raul Avram,0,0,0,1,0.5,0
463,,Iulian Costin Petrisor,0,0,0,0,0,0
464,,Andrei Căprescu,1,0.25,0,0.25,0,1.25
465,,Flavius Croitoru,0.2,0,0,0.8,0.2,0
466,,Yanis Pirvu,0.33,0.33,0,0,0,0.67
467,,Bryan Alceus,1.5,0.31,0,0.13,0.06,0.75
468,,Vladislav Blănuță,0.4,0,0,0.1,0,0.4
469,,Albert Voinea,1,0,0,0,0,0
470,,Luca Banu,0.5,0,0,1,0,1
471,,Seydou Issah,0.14,0.43,0,0.86,0,0
