#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
413,,Matej Radosta,0.64,0.73,0,0.64,0,0.18
414,,Jakub Matoušek,0.06,0,0,0.35,0,0
415,,Nana Akosah-Bempah,0.5,0,0,0,0,0.25
416,,Jan Morávek,0,0.4,0,0,0,0.4
417,,Ondřej Chvěja,1,0,0,0.5,0,0.5
418,,Martin Fillo,0.5,0.35,0,0.4,0,0.05
419,,Tomáš Necid,0.13,0.13,0,0.13,0,0
420,,David Bartek,0.33,0,0,0.17,0,0
421,,Marek Beranek,0,0,0,0,0,0
422,,Libor Bastl,0,0,0,0,0,0
423,,Tomáš Schánělec,0,0,0,0,0,0
424,,Lukáš Hrdlička,0.5,0,0,0,0,0
425,,Rene Dedic,0,0,0,0.33,0,0
426,,Martin Kudela,0.33,0.33,0,0,0,0
427,,Tadeas Stoppen,0,0,0,0.67,0,0
428,,Vojtěch Novák,0,0,0,0.2,0,0
429,,Daniel Krch,0.13,0.63,0,0.75,0,0
430,,Antonin Vanicek,0,0.2,0,0,0,0
431,,Bernardo Costa Da Rosa,0.89,0.89,0,1.56,0,0
432,,Adam Čičovský,0.4,0,0,0,0,0.2
433,,Tomáš Koukola,0.25,0,0,0.75,0,0.13
434,,Josef Divisek,0.46,0.31,0,0.62,0,0.62
435,,Mohamed Yasser,0.33,0.11,0,0.56,0,0.22
436,,Dimitrije Kamenović,0,0,0,0,0,1
437,,Denis Kaulfus,0,0,0,0,0,0
438,,David Tkáč,0.25,0.5,0,0,0,0.5
439,,Soufiane Dramé,1,0.4,0,0.87,0,0.2
440,,Lukáš Budinský,0,0,0,0,0,0
441,,Dominik Holan,0,0,0,1,0,0
442,,Vaclav Svoboda,0.5,0.5,0,1.5,0,0.5
443,,Jonáš Vais,0,0,0,0,0,0
444,,Martin Hlavac,0.33,0,0,0,0,0
445,,Jan Jeřábek,0,0.25,0.25,0.75,0,0.25
446,,Petr Rybicka,0.14,0,0,0.29,0,0.14
