#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
402,,Lukáš Čmelík,0.25,0.04,31.25,40.87,0.92,0.75
403,,Lukas Masek,0.33,0,55,32.53,0.67,1.67
404,,Lukáš Skovajsa,0.06,0,45,49.4,0.71,0.94
405,,Ondřej Petrák,0.08,0.08,35.71,42.31,0.75,1.17
406,,Jakub Necas,0.06,0,44.44,41.94,0,0.31
407,,Pavel Juroska,0,0,33.33,48.89,0.77,0.23
408,,Branislav Sluka,0.14,0,55.56,44.64,0.86,0.71
409,,Jan Silný,0.38,0.06,40.74,41.03,0.94,0.69
410,,Radim Řezník,0.2,0,0,43.75,0.4,0.8
411,,Ladislav Muzik,0,0,14.29,25,0.26,0.37
412,,Ladislav Kodad,0.14,0,35.71,41.54,0.57,0.71
413,,Matej Radosta,0,0,50,43.18,0.36,0.27
414,,Jakub Matoušek,0.06,0,22.22,25,0.18,0.29
415,,Nana Akosah-Bempah,0,0,0,57.14,1.5,0
416,,Jan Morávek,0,0,0,33.33,0.2,0
417,,Ondřej Chvěja,0,0,50,37.5,0,0.5
418,,Martin Fillo,0.15,0.1,42.86,46.94,1.05,0.85
419,,Tomáš Necid,0.13,0,0,26.67,0.25,0.25
420,,David Bartek,0.17,0,0,46.15,0.67,0.5
421,,Marek Beranek,1,0,0,0,0,1
422,,Libor Bastl,0,0,0,33.33,1,1
423,,Tomáš Schánělec,0.5,0,0,0,0,0.5
