#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
290,,Antonin Fantis,0.1,0,66.67,0.8,0.1,0
291,,Jiří Skalák,0.05,0,0,0.43,0,0
292,,Fortune Akpan Bassey,0.08,0.17,33.33,0.75,0,0
293,,Kamil Vacek,0.03,0,71.43,0.47,0,0
294,,David Vaněček,0,0,0,0.25,0,0
295,,David Stepanek,0,0,90,0.21,0,0
296,,Michal Leibl,0.13,0.07,62.5,0.6,0.07,0
297,,Matěj Helešic,0,0.04,14.29,0.61,0,0
298,,Jakub Klíma,0,0,90.91,0.1,0,0
299,,Jan Hlavica,0,0,40,0.29,0,0
300,,Jakub Janetzky,0.08,0,75,0.62,0.04,0
301,,Matyáš Kozák,0.09,0.09,66.67,0.83,0,0
302,,Jan Fortelný,0,0,43.75,0.86,0,0
303,,Daniel Souček,0.04,0,46.15,0.5,0,0
304,,Jan Hladík,0,0.03,22.22,1.23,0,0
305,,Antonín Křapka,0.14,0,0,0.41,0.1,0
306,,Marek Hlinka,0,0,50,1.14,0,0
307,,Ubong Ekpai,0,0,28.57,0.83,0,0
308,,Tadeas Vachousek,0.13,0.06,50,0.31,0,0
309,,Mohamed Tijani,0,0,0,0.12,0,0
310,,Samuel Dancak,0,0,100,0.23,0,0
311,,Jakub Matoušek,0,0,20,0.57,0,0
312,,David Huf,0,0,100,0.5,0,0
313,,Jakub Urbanec,0.21,0.07,33.33,0.96,0.04,0
314,,Emil Tischler,0,0,0,0.3,0,0
315,,Joshua Akpudje,0,0,33.33,0.21,0,0
316,,Filip Mucha,0,0,0,0,0,0
317,,Václav Procházka,0.04,0,0,0.26,0,0
318,,Ivan Varfolomieiev,0,0,75,0.29,0,0
319,,Gigli Ndefe,0,0,60,0.09,0,0
320,,Daniel Holzer,0.08,0.04,33.33,0.72,0,0
321,,Robert Mišković,0,0.09,33.33,0.68,0,0
322,,Patrik Žitný,0,0.07,28.57,0.67,0,0
323,,Michal Kohút,0,0.06,16.67,0.88,0,0
324,,Martin Novy,0,0,100,0.6,0,0
325,,Dāvis Ikaunieks,0,0.1,0,0.45,0,0
326,,Patrik Šimko,0,0,0,0.29,0,0
327,,Denis Granečný,0,0,66.67,0.43,0,0
328,,Filip Blecha,0,0.05,50,0.55,0,0
329,,Daniel Smekal,0.11,0.11,0,0.67,0.11,0
330,,Matej Sin,0.09,0,25,0.91,0,0
331,,Michal Beran,0,0,75,0.46,0,0
332,,Pech Dominik,0,0,0,0,0,0
333,,Vlastimil Hruby,0,0,0,0,0,0
334,,Libor Bobcik,0,0,0,0,0,0
335,,Adam Goljan,0,0,0,0,0,0
336,,Adam Hloušek,0,0,0,0,0,0
337,,Martin Košťál,0,0,0,0,0,0
338,,Daniel Šmiga,0,0,0,0,0,0
339,,David Krch,0,0,0,0.5,0,0
340,,Tomáš Polyak,0,0,0,0.14,0,0
341,,Samuel Šimek,0,0,0,0.43,0,0
342,,Pavel Dvorak,0,0,0,0.24,0,0
343,,Martin Sladký,0,0,28.57,0.23,0,0
344,,Denis Donát,0.05,0,0,0.15,0.05,0
345,,Lukáš Greššák,0,0,66.67,0.21,0,0
346,,Vojtech Stransky,0.07,0.07,0,0.53,0,0
347,,Tomas Grigar,0,0,0,0,0,0
348,,Ondřej Šašinka,0,0,0,0.58,0,0
349,,Lukáš Juliš,0.13,0.13,50,0.88,0,0
350,,Ibrahim Traoré,0.08,0.08,50,0.67,0,0
351,,Ondrej Pachlopnik,0.07,0,33.33,0.29,0,0
352,,Stepan Harazim,0,0,25,0.39,0,0
353,,Jakub Kucera,0.04,0.07,30.43,1,0,0
354,,Rudolf Reiter,0,0.05,14.29,0.1,0,0
355,,Tomáš Zajíc,0.05,0.05,42.86,0.52,0,0
356,,Alois Hycka,0.04,0,41.67,0.54,0,0
357,,Patrik Brandner,0.06,0,14.29,0.56,0,0
