Name,Goals,Successful dribbles %,Total shots,Headed goals,Big chances missed,Set piece conversion %,Tackles,Errors lead to goal,Interceptions,Penalty committed,Clearances,Dribbled past,Big chances created,Total passes,Assists,Accurate final third passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Goals conceded inside the box,Penalties saved,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Was fouled,Fouls,Total duels won %,RangoEdad
Justin Kluivert,0.23,50.0,1.69,0.04,0.27,0.0,0.65,0.0,0.27,0.0,0.12,0.23,0.15,12.46,0.0,6.04,78.7,66.67,0.0,0.0,0.0,0.77,0.0,0.04,0.15,0.0,26.67,0.73,0.92,42.05,1
Kiko Femenía,0.0,60.0,0.1,0.0,0.0,0.0,0.9,0.0,1.0,0.0,1.05,0.25,0.05,32.35,0.0,7.05,89.49,44.12,0.0,0.1,0.0,0.6,0.0,0.1,0.0,0.0,60.0,0.4,0.3,57.75,3
Iván Sánchez,0.04,67.92,0.68,0.0,0.0,0.0,0.8,0.0,0.32,0.0,0.16,0.68,0.16,17.4,0.04,5.68,84.37,58.06,0.0,0.0,0.0,0.64,0.0,0.12,0.0,0.0,14.29,1.72,0.36,59.41,3
Saúl Ñíguez,0.1,85.71,0.68,0.0,0.03,0.0,1.35,0.0,0.48,0.03,0.84,0.48,0.03,15.52,0.03,2.61,80.67,51.85,0.0,0.03,0.0,0.35,0.0,0.1,0.26,0.0,60.29,0.16,1.1,54.95,2
Pablo Maffeo,0.06,50.0,0.6,0.06,0.03,0.0,2.14,0.0,0.74,0.0,1.66,0.94,0.11,24.31,0.11,3.97,70.86,35.82,0.0,0.26,0.0,1.03,0.0,0.11,0.17,0.03,60.0,1.29,0.91,54.59,2
Nico Williams,0.17,48.0,1.69,0.0,0.22,0.0,0.86,0.0,0.22,0.0,0.19,0.61,0.19,21.36,0.11,8.75,78.41,53.85,0.0,0.14,0.0,0.78,0.0,0.06,0.08,0.0,42.55,0.97,0.64,45.21,1
Kike Pérez,0.03,51.72,1.28,0.0,0.0,0.0,1.86,0.0,0.56,0.0,0.72,1.19,0.08,31.47,0.06,7.08,79.35,61.48,0.0,0.11,0.0,1.14,0.0,0.08,0.25,0.0,50.79,1.58,1.58,49.07,2
Jesús Corona,0.25,42.86,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,9.5,0.0,3.5,84.21,50.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.25,0.5,45.0,2
Alexander Isak,0.5,40.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,13.5,0.0,2.5,62.96,50.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,33.33,1
Isco,0.0,55.0,0.33,0.0,0.0,0.0,1.25,0.0,0.83,0.0,0.25,0.5,0.17,32.75,0.17,10.25,86.77,57.14,0.0,0.0,0.0,1.17,0.0,0.0,0.42,0.0,26.32,2.83,0.92,51.18,3
Jorge Cuenca,0.0,0.0,0.4,0.0,0.1,0.0,0.9,0.0,0.6,0.1,4.3,0.3,0.0,38.0,0.0,2.3,87.37,35.9,0.0,0.1,0.0,0.7,0.0,0.0,0.1,0.0,68.18,0.1,0.4,64.1,1
Álvaro Odriozola,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,7.33,0.0,1.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,66.67,2
Federico Fernández,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,0.0,0.0,14.0,0.0,1.0,57.14,66.67,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,33.33,0.0,0.0,50.0,3
Dominik Greif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,58.33,55.88,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Kike Barja,0.04,46.99,0.63,0.0,0.0,0.0,0.56,0.0,0.15,0.0,0.11,0.59,0.26,13.48,0.22,4.96,76.1,42.86,0.0,0.04,0.0,0.63,0.0,0.04,0.04,0.0,42.11,0.56,0.67,40.31,2
Dani García,0.0,100.0,0.36,0.0,0.08,0.0,1.84,0.04,0.76,0.0,0.8,0.72,0.04,28.48,0.08,5.12,79.92,51.25,0.0,0.04,0.0,0.72,0.0,0.04,0.24,0.0,55.26,0.56,1.36,53.9,3
Óscar de Marcos,0.03,41.38,0.11,0.0,0.03,0.0,1.81,0.0,0.78,0.0,1.51,0.97,0.14,39.3,0.16,11.05,78.89,47.59,0.0,0.19,0.0,0.89,0.0,0.03,0.19,0.0,52.08,0.43,1.16,47.43,3
Jon Moncayola,0.03,57.14,0.97,0.0,0.05,0.0,1.49,0.03,0.46,0.0,0.76,1.24,0.03,35.51,0.08,8.73,81.58,58.85,0.0,0.05,0.0,0.86,0.0,0.11,0.16,0.0,53.13,0.46,0.95,46.27,2
Ferran Torres,0.12,53.57,1.15,0.0,0.21,0.0,0.39,0.0,0.09,0.0,0.12,0.45,0.24,15.3,0.06,4.67,81.19,53.57,0.0,0.12,0.0,0.33,0.0,0.0,0.15,0.03,55.0,0.76,0.52,46.75,1
Youssef En-Nesyri,0.26,20.0,1.94,0.1,0.32,0.0,0.52,0.0,0.13,0.0,0.52,0.32,0.1,7.52,0.03,1.45,65.67,50.0,0.0,0.06,0.0,0.58,0.0,0.13,0.13,0.0,39.74,0.35,0.32,40.44,2
Omar Alderete,0.04,77.27,0.68,0.04,0.0,0.0,1.4,0.0,1.04,0.0,3.28,0.48,0.08,33.96,0.04,3.8,59.13,32.33,0.0,0.2,0.0,0.84,0.0,0.12,0.36,0.0,65.96,0.4,1.4,57.75,2
Rodrigo Ely,0.0,83.33,0.53,0.0,0.0,0.0,0.83,0.0,0.86,0.0,5.61,0.19,0.03,40.72,0.03,1.94,81.51,41.7,0.0,0.08,0.0,1.56,0.0,0.14,0.22,0.03,67.24,0.39,0.69,63.5,2
Luiz Felipe,0.0,55.56,0.13,0.0,0.0,0.0,1.48,0.0,1.22,0.0,4.35,0.7,0.09,38.13,0.0,1.78,85.4,41.46,0.0,0.22,0.0,0.83,0.0,0.17,0.13,0.13,46.27,0.43,0.43,55.17,2
Arnau Martínez,0.09,55.81,0.61,0.03,0.0,0.0,2.09,0.0,0.76,0.03,1.36,1.42,0.18,38.12,0.12,7.15,82.35,43.12,0.0,0.06,0.0,1.3,0.0,0.18,0.33,0.0,59.02,2.0,1.09,57.36,1
Samuel Costa,0.03,45.0,0.63,0.0,0.03,0.0,1.91,0.0,1.16,0.0,1.91,1.0,0.03,33.66,0.06,3.66,79.85,55.17,0.0,0.03,0.0,1.38,0.0,0.09,0.16,0.0,66.67,1.38,1.59,55.1,1
Gabriel Paulista,0.05,0.0,0.67,0.05,0.1,0.0,0.81,0.0,1.52,0.05,3.67,0.29,0.0,36.24,0.0,3.38,84.1,52.94,0.0,0.05,0.0,1.0,0.0,0.14,0.1,0.1,58.33,0.52,0.57,59.32,3
Unai Simón,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.42,0.0,0.0,25.61,0.0,1.26,68.39,40.63,2.26,0.29,0.1,1.1,0.0,0.1,0.06,0.0,100.0,0.03,0.0,100.0,2
Álvaro Negredo,0.05,55.56,1.05,0.0,0.14,0.0,0.24,0.0,0.0,0.0,0.38,0.0,0.24,8.14,0.1,1.71,61.4,45.45,0.0,0.0,0.0,0.76,0.0,0.05,0.0,0.0,54.39,0.38,0.24,54.44,3
Hugo Guillamón,0.04,25.0,0.16,0.0,0.0,0.0,0.8,0.0,0.76,0.08,1.12,0.64,0.12,39.48,0.16,9.84,84.4,60.63,0.0,0.16,0.0,0.76,0.0,0.16,0.2,0.0,50.0,1.36,1.4,46.58,1
Pere Milla,0.19,42.5,1.16,0.06,0.1,0.0,1.0,0.0,0.29,0.0,0.55,0.87,0.06,18.16,0.03,4.06,71.58,55.81,0.0,0.0,0.0,1.23,0.0,0.19,0.23,0.0,46.77,1.42,0.61,49.18,3
Fran García,0.05,50.82,0.79,0.0,0.03,0.0,2.21,0.0,1.16,0.05,1.34,1.08,0.0,40.97,0.08,8.89,81.5,35.19,0.0,0.24,0.0,1.26,0.0,0.13,0.03,0.0,25.93,0.68,0.58,54.61,1
Kike Salas,0.17,0.0,0.5,0.17,0.0,0.0,0.17,0.0,0.83,0.17,3.83,0.0,0.17,35.0,0.17,2.17,84.29,40.0,0.0,0.0,0.0,0.67,0.0,0.17,0.17,0.17,60.0,0.17,0.67,50.0,1
Paul Akouokou,0.0,60.0,0.25,0.0,0.0,0.0,1.33,0.0,1.0,0.0,1.33,0.58,0.0,14.17,0.0,1.67,93.53,76.92,0.0,0.08,0.0,0.25,0.0,0.25,0.25,0.0,46.15,0.33,0.58,55.77,2
Javi Sánchez,0.03,100.0,0.28,0.0,0.03,0.0,1.34,0.0,1.44,0.06,3.47,0.28,0.0,36.28,0.0,2.25,82.52,44.86,0.0,0.16,0.0,1.25,0.0,0.09,0.34,0.0,50.55,0.28,1.06,53.85,2
Álvaro Rodríguez,0.17,0.0,0.33,0.17,0.0,0.0,0.33,0.0,0.0,0.0,0.17,0.0,0.17,2.0,0.17,0.33,75.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,33.33,0.0,0.5,28.57,1
Alfonso Pedraza,0.0,39.62,1.0,0.0,0.0,0.0,1.35,0.0,0.69,0.0,0.81,0.38,0.15,23.35,0.12,5.5,81.55,35.29,0.0,0.23,0.0,0.58,0.0,0.0,0.19,0.0,50.0,0.58,0.77,48.82,2
Lucas Pérez,0.21,40.0,1.21,0.0,0.14,0.0,0.21,0.0,0.07,0.0,0.21,0.14,0.07,13.71,0.0,4.5,83.33,50.0,0.0,0.14,0.0,0.79,0.0,0.21,0.14,0.0,20.0,0.29,0.36,30.95,3
Luis Pérez,0.0,44.44,0.22,0.0,0.0,0.0,2.44,0.0,0.89,0.0,1.44,0.61,0.06,22.78,0.06,4.39,80.0,48.84,0.0,0.17,0.0,1.44,0.0,0.17,0.11,0.0,30.43,0.89,0.67,59.52,2
Domingos Duarte,0.0,83.33,0.52,0.0,0.03,0.0,0.84,0.0,1.26,0.06,4.52,0.23,0.03,30.9,0.06,1.9,77.24,44.04,0.0,0.26,0.0,1.1,0.0,0.19,0.29,0.03,60.26,0.68,1.03,58.93,2
Jon Pacheco,0.0,66.67,0.18,0.0,0.0,0.0,0.94,0.06,0.71,0.06,2.18,0.24,0.0,52.82,0.06,3.59,89.98,45.21,0.0,0.24,0.0,0.47,0.0,0.29,0.12,0.0,56.6,0.65,1.06,55.66,1
Ander Guevara,0.0,75.0,0.13,0.0,0.0,0.0,0.63,0.0,0.25,0.0,0.38,0.38,0.13,22.25,0.0,6.63,90.45,33.33,0.0,0.0,0.0,0.13,0.0,0.0,0.25,0.0,60.0,0.38,0.63,53.85,2
Joaquín Fernández,0.04,50.0,0.37,0.04,0.04,0.0,1.3,0.0,1.0,0.04,3.59,0.41,0.0,36.3,0.0,2.44,83.16,47.06,0.0,0.19,0.0,1.37,0.0,0.19,0.15,0.0,64.63,0.41,0.59,64.29,2
Asier Illarramendi,0.04,100.0,0.46,0.0,0.04,0.0,1.5,0.0,0.75,0.0,0.67,1.17,0.0,26.04,0.0,5.38,86.24,47.06,0.0,0.08,0.0,0.17,0.0,0.04,0.21,0.0,44.44,0.54,1.04,48.32,3
Óscar Plano,0.03,48.15,0.91,0.0,0.09,0.0,1.21,0.0,0.88,0.0,0.55,0.76,0.12,18.45,0.03,5.03,75.37,55.26,0.0,0.03,0.0,0.88,0.0,0.12,0.09,0.0,40.48,1.48,0.7,50.18,3
Lucas Torró,0.03,61.11,0.85,0.0,0.0,0.0,1.45,0.0,1.27,0.0,1.94,0.73,0.0,35.3,0.0,5.61,80.69,47.92,0.0,0.24,0.0,0.7,0.0,0.06,0.27,0.0,63.24,0.94,1.94,53.01,2
Nemanja Maksimović,0.0,33.33,0.62,0.0,0.1,0.0,1.41,0.0,1.17,0.0,0.93,0.45,0.0,19.1,0.0,3.41,78.7,44.44,0.0,0.1,0.0,0.79,0.0,0.1,0.1,0.0,60.0,0.28,0.86,54.8,2
Fran Beltrán,0.0,72.73,0.67,0.0,0.0,0.0,0.94,0.0,1.47,0.03,0.92,1.14,0.06,48.75,0.06,9.25,90.09,71.85,0.0,0.11,0.0,0.97,0.0,0.25,0.11,0.0,27.27,0.44,0.72,38.18,1
Edinson Cavani,0.2,44.44,1.36,0.08,0.16,0.0,0.28,0.0,0.08,0.0,0.4,0.48,0.12,13.92,0.08,3.28,75.57,80.95,0.0,0.0,0.0,0.52,0.0,0.08,0.24,0.0,41.67,0.32,0.72,35.45,3
Carlos Clerc,0.0,53.06,0.28,0.0,0.03,0.0,2.34,0.0,0.88,0.0,2.56,0.59,0.13,33.41,0.03,5.66,77.83,30.47,0.0,0.13,0.0,1.28,0.0,0.28,0.16,0.0,46.51,0.97,1.0,58.91,3
Selim Amallah,0.29,47.83,0.71,0.0,0.0,0.0,2.14,0.0,0.71,0.0,0.14,0.43,0.0,11.29,0.14,3.29,77.22,66.67,0.0,0.0,0.0,0.57,0.0,0.0,0.29,0.14,46.67,1.14,1.43,49.4,2
Axel Witsel,0.0,85.71,0.27,0.0,0.0,0.0,1.09,0.0,0.7,0.0,2.21,0.42,0.03,40.12,0.0,3.94,92.67,54.1,0.0,0.15,0.0,0.73,0.0,0.09,0.06,0.03,53.25,0.45,0.61,57.65,3
Jesús Navas,0.0,64.71,0.31,0.0,0.0,0.0,0.59,0.0,0.69,0.0,1.31,0.34,0.03,31.66,0.0,9.72,81.24,48.89,0.0,0.09,0.0,0.72,0.0,0.13,0.16,0.0,34.88,1.03,0.22,55.71,3
Daniel Carvajal,0.0,64.29,0.44,0.0,0.04,0.0,1.19,0.0,0.56,0.04,1.48,0.63,0.04,42.63,0.07,10.41,87.05,70.42,0.0,0.04,0.0,0.81,0.0,0.0,0.22,0.04,52.63,0.56,0.81,52.8,3
Álex Sola,0.0,58.33,0.4,0.0,0.0,0.0,1.7,0.0,0.7,0.0,1.0,0.3,0.0,14.2,0.0,3.5,80.99,38.46,0.0,0.1,0.0,0.4,0.0,0.1,0.1,0.0,70.0,0.8,0.3,66.1,1
Agustín Marchesín,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.05,0.0,29.26,0.0,1.05,67.45,41.72,2.32,0.32,0.21,1.05,0.11,0.47,0.16,0.0,100.0,0.21,0.0,87.5,3
Zouhair Feddal,0.0,0.0,0.13,0.0,0.0,0.0,0.5,0.0,0.63,0.13,3.38,0.13,0.0,24.88,0.0,1.0,79.9,43.59,0.0,0.0,0.0,0.88,0.0,0.0,0.13,0.0,50.0,0.25,0.5,48.0,3
Abdessamad Ezzalzouli,0.14,58.42,1.43,0.0,0.04,0.0,1.04,0.0,0.14,0.0,0.21,0.36,0.04,16.07,0.07,5.18,74.22,55.56,0.0,0.0,0.0,0.5,0.0,0.04,0.07,0.07,15.0,1.21,0.96,48.83,1
Stole Dimitrievski,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.03,0.0,0.81,0.03,0.0,24.76,0.0,1.19,53.71,27.78,2.57,0.24,0.14,1.19,0.0,0.14,0.11,0.0,90.0,0.08,0.0,86.67,2
Dani Rodríguez,0.09,53.85,0.71,0.06,0.09,0.0,1.2,0.0,0.6,0.0,0.26,0.71,0.14,18.46,0.17,4.97,82.04,67.8,0.0,0.06,0.0,0.69,0.0,0.06,0.23,0.0,22.92,0.94,1.4,40.0,3
Juanmi Latasa,0.06,33.33,0.83,0.06,0.06,0.0,0.28,0.0,0.06,0.0,0.44,0.0,0.06,8.89,0.0,1.83,50.0,100.0,0.0,0.06,0.0,0.06,0.0,0.0,0.11,0.0,55.28,0.61,1.17,49.71,1
Théo Bongonda,0.13,48.78,1.39,0.0,0.13,0.0,0.9,0.0,0.19,0.0,0.26,0.74,0.1,13.23,0.1,4.19,76.1,46.15,0.0,0.03,0.0,0.68,0.0,0.13,0.06,0.0,51.85,1.19,0.48,50.42,2
Damián Suárez,0.04,38.24,0.21,0.0,0.04,0.0,1.75,0.0,0.54,0.0,1.07,0.79,0.11,24.21,0.04,4.93,66.96,35.82,0.0,0.18,0.0,0.64,0.0,0.07,0.25,0.0,48.39,0.61,1.54,46.73,3
Munir El Haddadi,0.11,42.86,1.14,0.0,0.14,0.0,0.43,0.0,0.32,0.0,0.14,0.29,0.07,12.36,0.04,3.32,69.36,25.0,0.0,0.0,0.0,0.46,0.0,0.04,0.14,0.0,50.0,1.21,0.5,49.14,2
Alexander Sørloth,0.35,40.85,1.85,0.03,0.68,0.0,0.53,0.0,0.06,0.0,0.76,0.21,0.24,13.76,0.09,4.12,69.66,55.56,0.0,0.03,0.0,0.41,0.0,0.18,0.12,0.0,52.63,0.47,0.94,39.05,2
Léo Baptistão,0.18,46.67,1.61,0.07,0.18,0.0,1.14,0.0,0.68,0.0,0.32,0.71,0.04,18.25,0.07,3.61,67.91,40.82,0.0,0.0,0.0,0.96,0.0,0.11,0.25,0.0,40.3,0.82,1.07,44.04,3
Joaquín,0.0,64.71,0.36,0.0,0.05,0.0,0.14,0.0,0.18,0.0,0.18,0.09,0.09,13.09,0.09,5.05,85.07,44.44,0.0,0.0,0.0,0.14,0.0,0.0,0.09,0.0,16.67,0.36,0.05,53.49,3
Malcom Ares,0.0,71.43,0.38,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.13,0.0,0.0,5.25,0.0,2.88,88.1,100.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,100.0,1.0,0.25,74.07,1
Curro,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,13.0,0.0,3.0,76.92,66.67,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,33.33,2
Manu Bueno,0.0,33.33,0.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1.0,1.5,0.0,33.0,0.0,4.5,78.79,50.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,25.0,1.0,0.5,55.0,1
Jon Magunazelaia,0.0,100.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,7.0,0.0,1.5,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,37.5,1
Williot Swedberg,0.0,50.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,4.25,0.0,1.25,82.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,71.43,1
Lucas Rosa,0.0,47.37,0.35,0.0,0.06,0.0,2.29,0.0,0.88,0.0,1.12,0.47,0.06,17.65,0.06,3.0,74.67,38.1,0.0,0.06,0.0,0.88,0.0,0.12,0.18,0.0,55.56,0.65,1.12,57.36,1
Yan Couto,0.04,50.91,0.32,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.4,0.32,0.16,18.72,0.08,4.52,78.85,44.74,0.0,0.04,0.0,0.56,0.0,0.04,0.12,0.0,12.5,0.6,0.48,51.11,1
Ilaix Moriba,0.0,54.55,0.88,0.0,0.0,0.0,1.46,0.0,0.17,0.0,0.5,0.42,0.13,20.5,0.08,6.29,80.89,62.16,0.0,0.0,0.0,0.63,0.0,0.04,0.17,0.08,48.08,1.38,1.33,54.12,1
Borja García,0.09,54.55,0.73,0.0,0.0,0.0,0.91,0.0,0.45,0.0,0.36,0.64,0.09,23.91,0.0,6.18,82.13,60.0,0.0,0.0,0.0,0.91,0.0,0.18,0.09,0.0,46.15,1.82,0.36,56.0,3
Martin Braithwaite,0.32,39.53,1.87,0.0,0.26,0.0,0.39,0.0,0.16,0.0,0.35,0.29,0.1,13.68,0.06,4.23,68.63,66.67,0.0,0.06,0.0,1.35,0.0,0.13,0.16,0.03,44.86,1.35,0.65,47.41,3
Íñigo Lekue,0.0,55.0,0.45,0.0,0.0,0.0,1.2,0.05,0.65,0.0,1.25,0.35,0.0,32.15,0.05,7.1,81.03,48.0,0.0,0.1,0.0,0.65,0.0,0.1,0.05,0.0,68.0,0.3,0.75,58.0,2
Fali,0.0,50.0,0.36,0.0,0.08,0.0,1.08,0.0,0.52,0.0,2.68,0.44,0.04,23.6,0.0,2.8,77.12,52.98,0.0,0.16,0.0,0.84,0.0,0.16,0.24,0.0,50.94,0.72,0.64,56.59,2
Joan Jordán,0.0,55.56,0.57,0.0,0.04,0.0,1.39,0.04,0.7,0.0,0.57,0.96,0.0,47.13,0.04,12.57,88.47,70.59,0.0,0.09,0.0,1.0,0.0,0.22,0.35,0.0,47.83,0.52,1.48,43.8,2
Lucas Olaza,0.0,36.36,0.22,0.0,0.0,0.0,1.04,0.0,0.61,0.0,1.3,0.39,0.04,24.83,0.04,4.7,80.39,50.0,0.0,0.13,0.0,1.0,0.0,0.17,0.13,0.0,47.37,0.87,0.52,53.96,2
Lisandro Magallán,0.0,100.0,0.43,0.0,0.07,0.0,1.36,0.0,0.93,0.0,2.14,0.14,0.0,27.64,0.0,1.5,83.46,50.88,0.0,0.14,0.0,0.79,0.0,0.0,0.0,0.07,47.22,0.36,1.07,56.0,2
Óscar Valentín,0.0,38.89,0.38,0.0,0.0,0.0,2.71,0.0,1.29,0.0,0.76,2.21,0.0,34.32,0.0,6.97,81.92,51.45,0.0,0.09,0.0,0.82,0.0,0.15,0.32,0.0,37.5,1.47,2.21,44.9,2
Ángel Correa,0.26,41.07,1.23,0.0,0.17,0.0,0.34,0.03,0.29,0.0,0.14,0.31,0.2,14.06,0.03,4.94,81.1,50.0,0.0,0.03,0.0,0.37,0.0,0.06,0.06,0.03,23.81,0.57,0.54,35.71,2
Lucas Boyé,0.2,61.9,2.06,0.09,0.29,0.0,1.03,0.0,0.43,0.0,1.29,0.51,0.2,18.06,0.06,5.2,79.75,66.67,0.0,0.03,0.0,1.14,0.0,0.2,0.2,0.03,46.67,1.29,1.74,44.16,2
Tete Morente,0.13,44.44,1.44,0.03,0.13,0.0,1.03,0.0,0.78,0.03,0.75,0.66,0.03,19.72,0.0,6.13,80.82,62.26,0.0,0.09,0.0,0.91,0.0,0.13,0.16,0.0,62.5,0.66,1.0,47.64,2
Florian Lejeune,0.13,66.67,1.32,0.03,0.03,0.36,0.9,0.0,0.48,0.03,3.84,0.26,0.0,45.03,0.0,4.77,79.08,44.41,0.0,0.26,0.0,1.1,0.0,0.1,0.13,0.1,64.13,0.29,0.74,60.61,3
Ramón Terrats,0.04,51.52,0.79,0.0,0.04,0.0,0.79,0.0,0.46,0.0,0.38,0.5,0.08,20.5,0.04,4.75,86.38,75.0,0.0,0.0,0.0,0.5,0.0,0.0,0.04,0.0,30.0,0.88,0.71,45.99,1
Ander Barrenetxea,0.13,57.63,0.78,0.0,0.17,0.0,0.91,0.0,0.22,0.0,0.3,0.7,0.04,14.65,0.04,4.3,77.15,42.86,0.0,0.0,0.0,0.17,0.0,0.04,0.17,0.0,42.31,0.61,1.0,45.98,1
Luis Javier Suárez,0.19,47.5,1.95,0.0,0.29,0.0,0.81,0.0,0.14,0.0,0.48,0.95,0.24,17.62,0.19,3.81,70.0,40.74,0.0,0.0,0.0,1.29,0.0,0.05,0.19,0.05,39.13,1.05,1.71,37.45,2
Andoni Gorosabel,0.0,60.0,0.52,0.0,0.0,0.0,1.52,0.0,0.63,0.0,0.78,0.63,0.04,30.44,0.0,7.04,86.74,62.0,0.0,0.11,0.0,0.59,0.0,0.11,0.11,0.0,36.54,0.63,0.93,49.71,2
Felipe,0.0,50.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.33,0.67,0.0,43.33,0.0,5.33,92.31,62.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.33,50.0,3
Javier Hernández,0.04,68.75,0.64,0.0,0.04,0.0,0.84,0.0,0.28,0.04,1.44,0.32,0.08,25.96,0.08,4.68,82.13,48.84,0.0,0.04,0.0,0.72,0.0,0.04,0.12,0.0,50.0,0.84,0.36,61.76,2
Lucas Ocampos,0.21,42.37,1.58,0.0,0.05,0.0,1.16,0.0,0.42,0.0,0.26,1.21,0.11,21.11,0.0,6.58,77.06,31.25,0.0,0.16,0.0,0.89,0.0,0.16,0.37,0.0,63.83,1.26,0.79,49.75,2
Fernando Calero,0.0,33.33,0.26,0.0,0.0,0.0,1.7,0.0,0.48,0.0,1.93,0.48,0.04,26.59,0.04,3.04,81.75,43.86,0.0,0.07,0.0,0.93,0.0,0.15,0.22,0.0,54.69,0.33,0.81,55.83,2
Gonzalo Melero,0.15,47.22,0.89,0.0,0.15,0.0,1.19,0.0,0.26,0.0,0.7,1.04,0.11,27.74,0.11,6.7,86.78,81.25,0.0,0.0,0.0,0.93,0.0,0.11,0.19,0.0,46.88,1.11,0.89,46.73,2
Manu Vallejo,0.0,25.0,0.14,0.0,0.0,0.0,0.57,0.0,0.14,0.0,0.14,0.71,0.0,11.57,0.14,4.57,81.48,100.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.86,0.14,37.93,2
Nicolás González,0.04,82.35,0.54,0.04,0.08,0.0,1.04,0.0,0.73,0.04,0.54,0.62,0.04,29.69,0.04,8.73,87.44,45.65,0.0,0.04,0.0,0.73,0.0,0.08,0.04,0.0,64.29,0.5,1.27,53.07,1
Álex Centelles,0.07,46.15,0.33,0.0,0.13,0.0,1.47,0.0,0.73,0.0,2.27,0.4,0.07,28.27,0.13,5.53,75.94,35.62,0.0,0.07,0.0,1.27,0.0,0.07,0.0,0.07,29.17,0.33,0.47,48.78,1
Cristhian Stuani,0.28,0.0,1.09,0.0,0.19,0.0,0.41,0.0,0.06,0.0,0.16,0.28,0.06,5.13,0.0,1.25,74.39,60.0,0.0,0.0,0.0,0.44,0.0,0.06,0.25,0.0,46.67,0.72,1.22,41.61,3
Jørgen Strand Larsen,0.13,48.28,1.28,0.03,0.19,0.0,0.47,0.0,0.09,0.0,0.75,0.72,0.09,10.41,0.13,2.66,69.37,58.82,0.0,0.0,0.0,0.81,0.0,0.19,0.13,0.0,47.19,1.34,1.06,44.36,1
Francis Coquelin,0.06,50.0,0.44,0.0,0.06,0.0,1.13,0.0,0.56,0.0,0.38,0.0,0.13,18.88,0.0,3.75,87.42,63.64,0.0,0.0,0.0,0.38,0.0,0.0,0.13,0.0,60.0,0.44,0.69,51.56,3
Juan Iglesias,0.03,50.0,0.66,0.0,0.03,0.0,1.91,0.0,0.66,0.0,2.19,1.0,0.06,18.88,0.0,2.59,61.42,27.48,0.0,0.19,0.0,0.81,0.0,0.19,0.25,0.0,44.12,0.66,1.38,48.67,2
Aitor Ruibal,0.0,53.85,0.58,0.0,0.0,0.0,1.85,0.0,0.92,0.0,1.23,1.04,0.19,26.04,0.0,6.65,78.14,41.67,0.0,0.12,0.0,0.42,0.0,0.08,0.15,0.04,45.45,0.69,0.85,51.34,2
Leandro Cabrera,0.0,75.0,0.72,0.0,0.13,0.0,1.44,0.03,1.34,0.03,3.34,0.47,0.06,38.53,0.03,3.59,73.32,34.68,0.0,0.13,0.0,1.56,0.0,0.13,0.25,0.06,62.38,0.63,0.91,60.54,3
Mohamed-Ali Cho,0.05,47.06,1.21,0.0,0.26,0.0,0.68,0.0,0.11,0.0,0.11,0.32,0.26,7.05,0.11,2.32,73.88,12.5,0.0,0.0,0.0,0.42,0.0,0.05,0.05,0.0,25.0,0.63,0.58,43.81,1
