Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Gustavo Vagenin,1.0,0.0,0.0,1.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,7.5,60.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,25.0,1.0,2.0,2,3,3,Rumania Superliga,3
Júnior Pius,0.0,0.11,87.5,1.0,0.0,0.0,2.11,2.44,0.11,4.0,0.0,0.44,0.0,0.0,45.22,74.94,3.0,38.57,0.0,0.56,0.0,0.0,0.56,0.0,0.33,0.0,77.78,76.04,0.56,0.78,9,2,2,Rumania Superliga,3
Gabriel Tamaş,0.15,0.0,50.0,0.92,0.15,0.0,1.23,1.08,0.08,5.0,0.0,0.46,0.0,0.0,44.38,79.9,4.54,55.13,0.0,0.31,0.0,0.0,0.92,0.23,0.23,0.0,77.78,68.42,0.54,0.77,13,3,2,Rumania Superliga,3
Dragoș Albu,0.14,0.05,73.68,1.95,0.0,0.0,2.45,0.95,0.0,0.95,0.0,1.18,0.09,0.09,51.77,82.35,8.45,50.54,0.0,0.41,0.0,0.0,0.68,0.05,0.05,0.0,33.87,53.16,1.05,0.86,22,1,3,Rumania Superliga,3
Florinel Coman,0.23,0.09,56.83,2.06,0.0,0.24,0.46,0.26,0.0,0.09,0.0,0.29,0.43,0.26,21.31,74.13,7.63,65.91,0.0,0.0,0.0,0.0,1.0,0.09,0.17,0.0,48.89,49.7,1.34,0.83,35,2,4,Rumania Superliga,3
Bogdan Vătăjelu,0.04,0.04,48.84,1.2,0.0,0.0,2.2,1.16,0.0,1.4,0.0,0.52,0.16,0.08,43.44,75.69,10.28,54.22,0.0,0.32,0.0,0.0,0.76,0.16,0.16,0.0,50.82,53.5,0.96,1.72,25,2,2,Rumania Superliga,3
Igor Armaș,0.0,0.03,66.67,0.45,0.0,0.0,0.95,1.76,0.03,4.5,0.0,0.55,0.0,0.0,54.74,83.46,4.66,58.07,0.0,0.37,0.0,0.0,0.68,0.34,0.11,0.0,70.59,68.68,0.63,0.37,38,3,2,Rumania Superliga,3
Cristian Bălgrădean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,27.0,49.38,2.33,42.25,2.67,0.67,0.33,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,Rumania Superliga,3
Yuri Matias,0.12,0.03,100.0,1.0,0.03,0.0,1.12,1.09,0.0,4.09,0.06,0.18,0.03,0.0,30.29,76.41,2.65,48.11,0.0,0.26,0.0,0.0,0.79,0.09,0.15,0.0,68.02,66.14,1.03,1.09,34,2,2,Rumania Superliga,3
Darius Olaru,0.03,0.14,46.84,1.51,0.0,0.0,1.92,0.76,0.0,0.19,0.0,1.16,0.51,0.19,47.46,74.6,14.35,64.55,0.0,0.14,0.0,0.0,0.92,0.14,0.14,0.0,49.23,53.45,2.92,1.46,37,2,3,Rumania Superliga,3
Răzvan Ducan,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,1.56,0.11,0.11,0.0,0.0,28.33,55.29,1.67,32.34,2.33,0.56,0.22,0.11,0.56,0.0,0.0,0.0,100.0,88.89,0.33,0.0,9,1,1,Rumania Superliga,3
Raul Opruț,0.06,0.0,54.84,0.71,0.0,0.0,3.62,1.71,0.0,2.15,0.0,1.03,0.09,0.06,45.74,73.7,7.32,33.33,0.0,0.35,0.0,0.0,0.82,0.12,0.32,0.0,69.41,64.23,1.15,1.24,34,2,2,Rumania Superliga,3
Cătălin Straton,0.0,0.0,100.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.04,0.0,0.0,0.0,32.04,53.84,1.96,37.96,3.67,0.33,0.29,0.04,1.04,0.04,0.13,0.0,100.0,100.0,0.42,0.0,24,3,1,Rumania Superliga,3
Karlo Muhar,0.16,0.06,79.25,1.63,0.13,0.0,3.09,0.97,0.0,1.41,0.0,1.69,0.03,0.03,38.25,78.76,8.56,64.79,0.0,0.19,0.0,0.0,0.81,0.09,0.13,0.0,54.13,55.47,0.41,1.13,32,2,3,Rumania Superliga,3
Cristian Manea,0.17,0.03,42.86,1.0,0.03,0.0,1.17,1.33,0.03,1.83,0.0,0.47,0.3,0.2,30.17,68.4,8.23,36.62,0.0,0.17,0.0,0.0,0.77,0.13,0.17,0.0,61.04,55.94,0.67,0.57,30,2,2,Rumania Superliga,3
Vito Hammershøj-Mistrati,0.2,0.2,0.0,0.8,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,5.6,85.71,1.6,33.33,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,50.0,50.0,0.2,0.4,5,3,3,Rumania Superliga,3
Karlo Letica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.04,0.08,0.0,0.0,25.56,60.25,0.92,37.12,3.16,0.4,0.12,0.04,0.76,0.12,0.12,0.0,83.33,72.73,0.12,0.0,25,2,1,Rumania Superliga,3
André Duarte,0.0,0.05,71.43,0.79,0.0,0.0,2.03,1.18,0.0,3.41,0.03,0.51,0.0,0.0,50.1,81.32,2.95,41.67,0.0,0.31,0.0,0.0,0.9,0.13,0.1,0.0,61.97,66.87,0.79,0.44,39,2,2,Rumania Superliga,3
Dan Nistor,0.16,0.06,64.0,1.25,0.0,0.63,1.19,0.28,0.0,0.16,0.0,0.91,0.13,0.09,50.0,82.63,12.5,58.7,0.0,0.16,0.0,0.0,0.66,0.13,0.16,0.0,21.43,45.81,0.53,0.69,32,3,3,Rumania Superliga,3
Nana Boateng,0.09,0.09,49.09,1.16,0.03,0.0,3.09,1.69,0.0,1.06,0.03,1.5,0.13,0.03,46.53,77.97,11.59,52.86,0.0,0.22,0.0,0.0,0.81,0.13,0.19,0.0,55.17,54.22,1.22,1.25,32,2,3,Rumania Superliga,3
Tudor Băluță,0.19,0.0,60.0,1.38,0.03,0.0,1.22,1.03,0.0,1.09,0.0,0.84,0.25,0.16,41.09,75.06,7.75,58.57,0.0,0.16,0.0,0.0,0.72,0.09,0.22,0.0,63.64,50.43,0.44,1.16,32,1,3,Rumania Superliga,3
Marko Dugandžić,0.58,0.34,51.16,2.18,0.05,0.0,0.55,0.18,0.0,0.53,0.0,0.47,0.08,0.05,20.87,68.85,4.89,57.14,0.0,0.16,0.0,0.0,0.84,0.13,0.26,0.0,48.15,43.96,1.79,1.63,38,2,4,Rumania Superliga,3
Octavian Popescu,0.11,0.06,52.17,1.61,0.0,0.0,1.61,0.22,0.0,0.08,0.0,0.61,0.39,0.17,26.53,76.54,9.5,51.85,0.0,0.03,0.0,0.0,0.56,0.06,0.14,0.03,34.78,50.62,1.83,1.03,36,1,3,Rumania Superliga,3
Ionuț Larie,0.08,0.03,63.64,0.49,0.0,0.0,1.72,1.74,0.0,3.49,0.0,0.64,0.0,0.0,55.08,83.33,3.54,51.68,0.0,0.31,0.0,0.0,0.85,0.1,0.1,0.0,57.98,59.61,0.85,0.82,39,3,2,Rumania Superliga,3
Valentin Crețu,0.0,0.0,43.75,0.06,0.0,0.0,3.53,1.18,0.06,1.94,0.0,0.65,0.12,0.06,35.12,75.21,7.18,48.65,0.0,0.18,0.0,0.0,0.88,0.18,0.24,0.0,54.55,63.47,1.24,1.06,17,3,2,Rumania Superliga,3
Seniko Doua,0.13,0.0,69.23,0.44,0.0,0.0,2.81,1.0,0.06,1.0,0.0,1.44,0.06,0.13,33.25,71.43,6.44,40.74,0.0,0.19,0.0,0.0,0.88,0.13,0.31,0.0,56.76,61.05,1.44,1.25,16,1,2,Rumania Superliga,3
Andrea Compagno,0.59,0.5,32.0,3.03,0.06,0.0,0.35,0.03,0.0,1.09,0.0,0.29,0.03,0.0,19.94,70.8,4.56,81.82,0.0,0.06,0.0,0.0,0.97,0.18,0.24,0.0,51.95,46.81,2.15,1.79,34,2,4,Rumania Superliga,3
Gabriel Mutombo,0.07,0.0,100.0,0.5,0.07,0.0,1.21,2.07,0.0,4.57,0.07,0.29,0.0,0.0,36.29,83.07,2.21,38.18,0.0,0.29,0.0,0.0,0.86,0.07,0.14,0.0,64.58,69.0,1.07,0.71,14,2,2,Rumania Superliga,3
Ionuț Stoica,0.06,0.0,50.0,0.45,0.06,0.0,1.42,1.03,0.0,4.19,0.0,0.65,0.0,0.03,42.58,85.76,1.55,57.23,0.0,0.32,0.0,0.0,0.84,0.06,0.13,0.0,54.66,58.17,0.65,0.32,31,3,2,Rumania Superliga,3
Rangelo Janga,0.33,0.07,37.5,1.3,0.13,0.0,0.43,0.13,0.0,0.47,0.0,0.23,0.1,0.07,14.33,61.16,4.4,66.67,0.0,0.0,0.0,0.0,0.6,0.13,0.1,0.0,53.69,50.76,1.13,0.83,30,3,4,Rumania Superliga,3
Vadim Rață,0.03,0.11,47.27,0.77,0.03,0.0,2.4,1.0,0.0,0.54,0.0,1.83,0.26,0.06,45.2,81.86,12.49,57.3,0.0,0.2,0.0,0.0,0.8,0.29,0.23,0.0,38.46,44.05,0.94,1.46,35,2,3,Rumania Superliga,3
Louis Munteanu,0.34,0.24,50.0,2.59,0.0,0.0,0.38,0.14,0.0,0.17,0.0,0.17,0.24,0.17,22.59,67.48,7.07,47.06,0.0,0.03,0.0,0.0,0.69,0.07,0.1,0.0,32.86,38.8,1.55,0.93,29,1,4,Rumania Superliga,3
Marius Ștefănescu,0.2,0.07,40.58,2.33,0.0,0.0,1.4,0.6,0.0,0.4,0.0,0.93,0.2,0.2,24.73,69.95,6.93,36.76,0.0,0.1,0.0,0.0,0.9,0.17,0.23,0.0,24.39,43.71,1.5,1.3,30,2,3,Rumania Superliga,3
Andrei Artean,0.08,0.13,52.63,1.05,0.03,0.0,1.98,1.6,0.03,2.03,0.0,0.85,0.03,0.05,51.75,81.79,7.4,60.48,0.0,0.3,0.0,0.0,0.93,0.1,0.08,0.0,52.17,55.78,0.68,0.78,40,2,3,Rumania Superliga,3
Paul Iacob,0.12,0.12,50.0,0.29,0.0,0.0,1.12,0.76,0.0,3.12,0.0,0.41,0.12,0.06,42.29,84.98,2.47,46.36,0.0,0.29,0.0,0.0,0.59,0.06,0.18,0.0,46.15,51.61,0.53,0.76,17,2,2,Rumania Superliga,3
Mihai Popescu,0.03,0.0,72.73,0.67,0.0,0.0,1.73,1.9,0.07,3.23,0.03,0.4,0.0,0.0,49.47,77.63,3.43,46.03,0.0,0.33,0.0,0.0,0.67,0.1,0.23,0.03,69.13,64.71,1.27,1.57,30,2,2,Rumania Superliga,3
Lorenzo Paramatti,0.0,0.05,57.14,0.4,0.0,0.0,2.0,1.6,0.0,2.4,0.0,0.2,0.1,0.0,29.05,79.0,2.05,31.11,0.0,0.15,0.0,0.0,0.85,0.05,0.3,0.0,63.01,62.87,0.55,1.15,20,2,2,Rumania Superliga,3
Mihai Aioani,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.82,0.03,0.03,0.0,0.0,29.23,67.28,0.49,33.15,2.92,0.33,0.33,0.05,0.92,0.1,0.1,0.0,84.62,75.0,0.26,0.05,39,1,1,Rumania Superliga,3
Malcom Edjouma,0.31,0.24,50.0,1.76,0.07,0.0,2.41,1.1,0.0,0.59,0.03,0.83,0.17,0.1,29.41,75.62,6.52,55.91,0.0,0.03,0.0,0.0,0.59,0.0,0.1,0.03,60.0,51.29,1.03,1.21,29,2,3,Rumania Superliga,3
Rúnar Már  Sigurjónsson,0.33,0.33,54.55,1.83,0.0,2.78,1.0,0.67,0.0,0.75,0.0,0.75,0.33,0.0,35.67,82.48,8.92,54.35,0.0,0.0,0.0,0.0,0.92,0.5,0.08,0.0,58.82,47.95,0.58,0.92,12,3,3,Rumania Superliga,3
Sota Mino,0.0,0.0,47.83,0.75,0.0,0.0,3.75,2.28,0.06,1.36,0.0,1.81,0.03,0.06,49.61,82.75,6.11,52.38,0.0,0.33,0.0,0.0,0.64,0.11,0.28,0.0,44.92,53.5,1.75,1.89,36,2,3,Rumania Superliga,3
Gjoko Zajkov,0.0,0.0,100.0,0.88,0.0,0.0,0.63,0.38,0.06,3.38,0.0,0.31,0.0,0.06,57.69,89.17,3.5,65.56,0.0,0.19,0.0,0.0,1.0,0.06,0.06,0.0,69.84,68.63,0.75,0.44,16,2,2,Rumania Superliga,3
Alexandru Chipciu,0.03,0.06,47.78,1.79,0.0,0.0,2.68,1.26,0.0,1.26,0.0,1.12,0.12,0.06,39.88,67.63,10.56,32.48,0.0,0.38,0.0,0.0,0.82,0.12,0.24,0.03,56.25,50.0,0.94,1.44,34,3,3,Rumania Superliga,3
Sebastian Mailat,0.44,0.06,51.4,2.11,0.03,0.0,0.89,0.36,0.0,0.08,0.0,0.75,0.06,0.03,23.44,79.74,7.64,55.1,0.0,0.06,0.0,0.0,0.81,0.11,0.17,0.0,19.51,35.99,0.75,1.42,36,2,3,Rumania Superliga,3
Alexandru Benga,0.05,0.0,66.67,0.34,0.03,0.0,1.53,1.63,0.0,4.11,0.0,0.26,0.0,0.0,42.39,80.51,2.16,42.08,0.0,0.16,0.0,0.0,1.03,0.21,0.13,0.0,73.33,72.89,0.63,0.55,38,3,2,Rumania Superliga,3
Félix Mathaus Lima Santos,0.08,0.04,66.67,0.4,0.04,0.0,2.24,1.84,0.04,5.16,0.0,0.64,0.0,0.04,37.76,76.91,2.24,34.43,0.0,0.36,0.0,0.0,1.32,0.16,0.08,0.0,64.05,61.92,0.68,1.04,25,2,2,Rumania Superliga,3
Alin Fica,0.0,0.0,69.23,0.86,0.0,0.0,0.86,0.29,0.0,0.57,0.0,0.71,0.14,0.0,25.0,81.71,9.57,50.0,0.0,0.0,0.0,0.0,0.71,0.43,0.0,0.0,20.0,53.45,2.0,0.71,7,1,3,Rumania Superliga,3
Mihai Popa,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.03,0.76,0.0,0.05,0.0,0.0,25.46,67.83,1.22,48.52,3.0,0.35,0.11,0.03,0.78,0.35,0.08,0.0,100.0,70.0,0.03,0.03,37,1,1,Rumania Superliga,3
Laurenţiu Popescu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.06,0.0,0.0,27.18,71.0,1.12,36.79,2.59,0.24,0.41,0.18,0.94,0.06,0.12,0.0,100.0,85.71,0.18,0.0,17,2,1,Rumania Superliga,3
Nicolae Păun,0.11,0.14,56.0,1.11,0.0,0.0,2.64,2.08,0.03,1.19,0.0,1.36,0.11,0.06,47.31,78.27,9.19,58.29,0.0,0.17,0.0,0.0,0.72,0.11,0.17,0.08,50.43,51.52,1.11,1.56,36,1,3,Rumania Superliga,3
Dragoș Nedelcu,0.03,0.0,58.33,1.0,0.0,0.0,2.07,1.59,0.0,0.97,0.0,0.52,0.1,0.03,41.0,80.49,4.76,55.0,0.0,0.1,0.0,0.0,0.66,0.03,0.24,0.0,46.03,52.26,0.28,1.38,29,2,3,Rumania Superliga,3
Mario Zebić,0.09,0.09,80.0,0.27,0.09,0.0,1.27,1.45,0.0,3.18,0.0,0.45,0.09,0.0,51.0,85.74,2.91,45.33,0.0,0.27,0.0,0.0,1.0,0.18,0.36,0.0,51.61,52.94,1.0,1.55,11,2,2,Rumania Superliga,3
Patricio Matricardi,0.03,0.11,0.0,0.49,0.0,0.0,2.03,1.51,0.06,3.83,0.0,0.31,0.03,0.03,44.4,81.66,1.37,44.65,0.0,0.31,0.0,0.0,0.69,0.34,0.29,0.0,59.59,58.82,0.4,1.37,35,2,2,Rumania Superliga,3
George Cîmpanu,0.13,0.0,60.53,1.06,0.0,0.0,0.94,0.23,0.0,0.29,0.03,0.87,0.16,0.1,18.87,77.61,6.48,60.47,0.0,0.0,0.0,0.0,0.39,0.1,0.03,0.0,52.38,57.36,1.26,0.35,31,1,3,Rumania Superliga,3
Gabriel Enache,0.0,0.0,40.0,0.25,0.0,0.0,0.88,1.25,0.0,1.5,0.0,0.25,0.38,0.13,37.13,81.14,9.5,43.48,0.0,0.13,0.0,0.0,0.63,0.25,0.13,0.0,45.45,47.37,0.5,0.75,8,3,2,Rumania Superliga,3
Brendon Estevam,0.0,0.13,100.0,0.5,0.0,0.0,2.63,1.0,0.0,3.5,0.0,0.75,0.0,0.0,38.88,72.99,2.13,36.21,0.0,0.13,0.0,0.0,1.13,0.0,0.25,0.0,73.08,70.83,0.88,0.88,8,2,2,Rumania Superliga,3
Doru Popadiuc,0.24,0.06,46.34,1.97,0.0,0.0,1.06,0.44,0.0,0.44,0.0,0.47,0.26,0.12,22.56,76.66,6.21,54.55,0.0,0.09,0.0,0.0,0.97,0.15,0.12,0.0,47.17,47.28,1.18,0.97,34,2,3,Rumania Superliga,3
Octavian Vâlceanu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,24.81,60.93,0.92,40.48,2.81,0.38,0.15,0.0,1.0,0.12,0.04,0.0,80.0,75.0,0.08,0.0,26,2,1,Rumania Superliga,3
Marian Huja,0.0,0.0,50.0,0.9,0.0,0.0,1.1,1.25,0.0,4.6,0.0,0.65,0.1,0.1,43.45,80.44,4.45,42.14,0.0,0.35,0.0,0.0,0.9,0.2,0.25,0.0,56.94,52.0,0.4,0.7,20,1,2,Rumania Superliga,3
Ricardinho,0.03,0.07,68.0,0.41,0.0,0.0,1.97,1.52,0.0,2.28,0.03,1.14,0.07,0.07,44.97,77.68,8.31,42.0,0.0,0.28,0.0,0.0,0.79,0.24,0.28,0.0,63.89,61.65,1.21,0.83,29,2,2,Rumania Superliga,3
Andrei Ivan,0.4,0.11,45.19,2.31,0.03,0.95,0.86,0.2,0.0,0.2,0.0,0.66,0.09,0.11,20.66,72.2,7.51,51.11,0.0,0.11,0.0,0.0,0.77,0.11,0.11,0.0,56.36,46.61,1.63,1.23,35,2,3,Rumania Superliga,3
Alin Şeroni,0.04,0.0,66.67,0.48,0.0,0.0,1.56,0.84,0.04,5.6,0.04,0.36,0.0,0.0,28.12,74.4,1.56,34.55,0.0,0.24,0.0,0.0,0.64,0.12,0.12,0.04,68.42,68.23,0.84,0.68,25,3,2,Rumania Superliga,3
Constantin Grameni,0.15,0.03,56.52,0.74,0.0,0.0,1.38,0.64,0.03,0.67,0.0,1.18,0.18,0.1,35.46,77.44,8.69,53.57,0.0,0.08,0.0,0.0,0.74,0.1,0.08,0.0,38.24,48.83,0.82,0.49,39,1,3,Rumania Superliga,3
Vlad Achim,0.03,0.03,60.71,0.62,0.0,0.0,1.62,1.34,0.0,1.34,0.0,0.83,0.1,0.03,61.69,87.48,10.14,54.89,0.0,0.14,0.0,0.0,0.9,0.17,0.17,0.0,52.73,51.97,0.9,0.76,29,3,3,Rumania Superliga,3
Raúl Silva,0.0,0.09,72.73,0.78,0.0,0.0,1.35,0.87,0.04,3.22,0.0,0.48,0.0,0.04,58.74,88.45,5.96,55.81,0.0,0.13,0.0,0.0,0.91,0.04,0.17,0.0,55.95,59.09,1.35,1.09,23,3,2,Rumania Superliga,3
Andrei Burcă,0.0,0.0,0.0,0.71,0.0,0.0,1.61,1.25,0.07,3.39,0.0,0.25,0.04,0.04,34.18,72.2,4.07,45.61,0.0,0.29,0.0,0.0,0.71,0.18,0.25,0.04,67.0,65.02,0.71,0.89,28,2,2,Rumania Superliga,3
Bart Meijers,0.03,0.0,81.82,0.42,0.03,0.0,2.29,1.68,0.03,4.32,0.0,0.61,0.0,0.03,43.66,77.82,3.18,43.07,0.0,0.34,0.0,0.0,1.08,0.18,0.18,0.0,50.49,57.48,0.58,0.95,38,2,2,Rumania Superliga,3
Horațiu Moldovan,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.03,0.05,0.97,0.08,0.0,0.0,0.0,34.38,64.58,1.38,39.26,3.15,0.31,0.13,0.03,1.03,0.13,0.13,0.0,94.74,88.46,0.1,0.05,39,2,1,Rumania Superliga,3
Risto Radunović,0.03,0.03,45.16,0.55,0.0,0.0,3.26,1.06,0.03,1.35,0.0,0.77,0.19,0.13,46.87,75.09,9.52,39.11,0.0,0.23,0.0,0.0,1.06,0.1,0.29,0.0,45.45,56.68,0.32,1.23,31,3,2,Rumania Superliga,3
Adnan Aganović,0.06,0.09,55.17,1.24,0.0,0.0,1.48,0.7,0.0,0.61,0.0,0.85,0.21,0.21,38.42,81.47,9.76,62.62,0.0,0.0,0.0,0.0,0.58,0.18,0.21,0.0,33.78,47.1,0.97,0.85,33,3,3,Rumania Superliga,3
Vladimir Screciu,0.0,0.03,47.83,0.39,0.0,0.0,2.14,1.31,0.0,1.36,0.0,0.78,0.06,0.0,56.61,84.0,6.47,64.37,0.0,0.19,0.0,0.0,0.69,0.14,0.08,0.03,59.49,58.78,1.08,0.92,36,1,3,Rumania Superliga,3
Paul Papp,0.03,0.03,83.33,0.59,0.03,0.0,1.66,1.48,0.03,3.31,0.0,0.66,0.0,0.03,51.66,79.84,6.52,47.39,0.0,0.28,0.0,0.0,0.86,0.17,0.41,0.03,62.73,56.32,0.86,1.83,29,3,2,Rumania Superliga,3
Daniel Paraschiv,0.36,0.1,46.0,1.56,0.03,0.0,0.49,0.26,0.0,0.46,0.0,0.26,0.08,0.08,21.49,70.05,5.82,46.67,0.0,0.13,0.0,0.0,0.67,0.1,0.08,0.0,36.84,45.51,2.31,0.64,39,1,4,Rumania Superliga,3
Lukáš Droppa,0.07,0.07,0.0,0.93,0.0,0.0,2.21,0.43,0.0,0.86,0.0,1.29,0.0,0.0,40.14,86.48,5.5,57.38,0.0,0.0,0.0,0.0,0.43,0.36,0.14,0.0,61.54,55.56,0.93,0.93,14,3,3,Rumania Superliga,3
Mihai Butean,0.03,0.0,66.67,0.66,0.0,0.0,1.8,1.31,0.0,1.34,0.0,0.37,0.17,0.11,41.11,79.08,5.8,41.04,0.0,0.34,0.0,0.0,0.77,0.11,0.14,0.0,52.11,52.49,0.43,1.54,35,2,2,Rumania Superliga,3
Ismaël Diomandé,0.25,0.0,80.0,0.5,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,17.5,81.43,2.5,42.86,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,64.71,0.75,0.25,4,3,3,Rumania Superliga,3
Karlo Bručić,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,0.0,1.67,0.0,0.0,0.0,0.0,26.67,68.75,6.33,33.33,0.0,0.33,0.0,0.0,0.67,0.0,0.33,0.0,40.0,54.17,0.33,2.0,3,3,2,Rumania Superliga,3
Ion Gurau,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.05,0.0,0.0,0.0,23.8,54.83,0.8,34.57,2.55,0.35,0.0,0.0,0.75,0.05,0.0,0.0,100.0,100.0,0.35,0.0,20,1,1,Rumania Superliga,3
Ermal Krasniqi,0.22,0.33,56.04,2.0,0.0,0.0,1.83,0.39,0.0,0.56,0.0,0.89,0.11,0.11,20.83,67.73,7.94,33.33,0.0,0.0,0.0,0.0,0.67,0.17,0.11,0.0,41.03,47.03,0.61,1.17,18,2,4,Rumania Superliga,3
Mamadou Thiam,0.33,0.41,56.79,2.78,0.04,1.85,0.7,0.41,0.0,0.26,0.0,0.37,0.15,0.04,23.41,74.21,7.44,43.75,0.0,0.04,0.0,0.0,0.89,0.11,0.07,0.0,42.02,44.0,1.04,1.04,27,2,4,Rumania Superliga,3
Idriz Batha,0.03,0.0,56.25,1.03,0.03,0.0,2.79,1.38,0.03,1.74,0.0,1.35,0.06,0.06,45.68,76.82,7.47,47.49,0.0,0.18,0.0,0.0,0.91,0.18,0.32,0.03,51.18,51.54,0.94,1.65,34,3,3,Rumania Superliga,3
Constantin Budescu,0.18,0.06,42.86,1.65,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.24,0.29,0.35,17.0,70.93,5.71,60.0,0.0,0.0,0.0,0.0,0.88,0.12,0.12,0.0,42.86,38.67,0.47,0.59,17,3,4,Rumania Superliga,3
