Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position
Carlos de las Salas,0.06,0.0,0.0,0.69,0.06,0.0,1.63,1.44,0.06,0.81,0.0,0.5,0.0,0.0,22.31,79.55,3.0,41.67,0.0,0.06,0.0,0.0,0.94,0.13,0.31,0.0,38.46,60.53,0.94,0.81,16,2,2
Facundo Ospitaleche,0.06,0.06,60.0,0.76,0.0,0.0,1.18,1.0,0.06,0.29,0.0,0.88,0.0,0.0,29.18,84.07,5.24,50.0,0.0,0.12,0.0,0.0,0.59,0.24,0.29,0.0,20.0,46.4,1.29,1.06,17,2,3
Jhonatan Pérez,0.0,0.0,50.0,0.06,0.0,0.0,1.71,1.29,0.0,1.59,0.0,0.88,0.0,0.06,27.24,74.95,5.29,38.1,0.0,0.18,0.0,0.0,1.0,0.12,0.18,0.0,50.0,49.25,0.47,1.06,17,3,2
Federico Arbeláez,0.0,0.0,42.86,0.08,0.0,0.0,0.85,1.15,0.0,1.0,0.0,0.54,0.08,0.08,27.92,79.61,3.69,45.28,0.0,0.38,0.0,0.0,0.62,0.0,0.23,0.0,50.0,45.95,0.92,1.23,13,2,2
Freddy Flórez,0.0,0.0,66.67,0.33,0.0,0.0,1.33,0.39,0.06,0.5,0.0,0.33,0.0,0.0,31.67,80.88,3.61,54.0,0.0,0.17,0.0,0.0,0.67,0.06,0.22,0.0,52.0,58.41,1.5,1.06,18,2,3
Michael Rangel,0.23,0.18,75.0,1.14,0.09,0.0,0.36,0.14,0.0,1.09,0.0,0.23,0.09,0.09,8.41,67.57,1.82,46.67,0.0,0.05,0.0,0.0,0.14,0.05,0.05,0.05,31.58,49.12,1.23,0.36,22,3,4
Elvis Mosquera,0.0,0.0,33.33,0.27,0.0,0.0,0.53,1.33,0.0,2.13,0.0,0.13,0.0,0.07,35.07,73.95,5.07,38.74,0.0,0.2,0.0,0.0,0.87,0.0,0.33,0.0,70.27,55.71,0.13,0.4,15,3,2
Juan José Tello,0.0,0.0,42.86,0.0,0.0,0.0,1.2,1.2,0.0,0.2,0.0,0.2,0.2,0.0,36.4,84.07,5.8,44.44,0.0,0.4,0.0,0.0,0.6,0.0,0.2,0.0,50.0,40.54,0.4,1.4,5,1,2
Yoiver González,0.0,0.07,66.67,0.13,0.0,0.0,0.73,1.67,0.0,2.4,0.0,0.07,0.0,0.0,30.13,73.67,2.93,43.65,0.0,0.27,0.0,0.0,0.73,0.07,0.53,0.0,48.89,45.88,0.27,1.47,15,3,2
Aldair Gutiérrez,0.0,0.0,20.0,0.25,0.0,0.0,1.06,1.56,0.0,1.5,0.0,0.56,0.0,0.0,22.25,73.03,4.31,52.5,0.0,0.13,0.0,0.0,0.88,0.06,0.19,0.06,57.14,53.41,1.06,0.88,16,2,2
Juan Mahecha,0.0,0.0,63.64,0.33,0.0,0.0,0.72,0.72,0.0,0.83,0.0,0.61,0.0,0.06,28.33,86.86,5.22,66.0,0.0,0.11,0.0,0.0,0.44,0.0,0.39,0.0,38.46,43.96,0.56,0.94,18,3,3
Eber Moreno,0.0,0.0,54.55,0.0,0.0,0.0,2.18,1.18,0.0,1.18,0.0,0.35,0.06,0.0,28.35,80.5,3.65,46.38,0.0,0.18,0.0,0.0,1.12,0.12,0.18,0.0,39.29,55.74,0.82,1.0,17,1,3
Diomar Díaz,0.07,0.0,71.43,0.64,0.0,0.0,0.64,0.36,0.0,0.21,0.0,0.21,0.0,0.0,12.07,84.62,2.07,56.25,0.0,0.0,0.0,0.0,0.36,0.07,0.0,0.0,57.14,52.17,0.43,0.5,14,3,3
Marlon Torres,0.0,0.0,100.0,0.5,0.0,0.0,1.25,0.88,0.0,1.63,0.0,0.5,0.0,0.0,36.13,86.85,4.88,60.71,0.0,0.0,0.0,0.0,1.25,0.0,0.25,0.0,54.55,57.14,0.38,1.13,8,2,2
Carlos Esparragoza,0.0,0.0,83.33,1.13,0.0,0.0,2.13,1.0,0.0,0.5,0.0,1.5,0.0,0.0,30.0,82.5,5.5,48.39,0.0,0.25,0.0,0.0,0.63,0.0,0.63,0.0,33.33,44.93,0.75,1.75,8,1,3
Jeison Suárez,0.0,0.0,40.0,0.38,0.0,0.0,1.88,0.63,0.0,2.0,0.0,0.75,0.0,0.0,27.75,79.28,3.88,50.0,0.0,0.13,0.0,0.0,1.0,0.13,0.25,0.0,58.33,56.86,0.63,0.75,8,2,2
Marcílio Silva,0.08,0.0,37.14,0.92,0.0,0.0,0.69,0.08,0.0,0.08,0.0,0.23,0.08,0.0,12.46,72.84,3.62,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,40.0,43.68,1.08,0.31,13,1,4
Edward Bolaños,0.13,0.06,22.22,1.38,0.0,0.0,0.19,0.06,0.0,0.69,0.0,0.19,0.06,0.06,11.69,63.64,2.75,14.29,0.0,0.0,0.0,0.0,0.94,0.06,0.19,0.0,66.67,38.74,0.63,1.63,16,2,4
Nelson Quiñones,0.0,0.07,45.16,1.13,0.0,0.0,0.4,0.2,0.0,0.07,0.0,0.13,0.2,0.0,8.6,75.97,2.93,50.0,0.0,0.0,0.0,0.0,0.33,0.07,0.0,0.0,61.54,55.67,1.73,0.47,15,1,3
Jorge Arias,0.0,0.0,55.56,0.59,0.0,0.0,0.65,1.24,0.06,1.94,0.06,0.47,0.0,0.0,42.76,80.88,3.24,47.29,0.0,0.35,0.0,0.0,0.71,0.12,0.24,0.0,65.31,49.09,0.35,1.41,17,3,2
César Carrillo,0.0,0.06,66.67,0.76,0.0,0.0,1.18,1.18,0.0,0.65,0.0,0.59,0.06,0.0,40.59,84.78,6.0,54.95,0.0,0.06,0.0,0.0,1.06,0.18,0.41,0.0,52.17,52.69,0.88,1.06,17,3,3
Amaury Torralvo,0.0,0.0,60.0,0.44,0.0,0.0,0.44,0.67,0.0,0.61,0.0,0.28,0.0,0.0,18.28,77.81,4.67,47.37,0.0,0.11,0.0,0.0,0.44,0.06,0.0,0.0,37.04,48.33,0.44,0.22,18,2,2
Jersson González,0.22,0.44,46.43,1.67,0.11,0.0,1.0,1.33,0.0,0.22,0.0,0.89,0.11,0.11,12.22,68.18,4.44,66.67,0.0,0.11,0.0,0.0,0.78,0.11,0.11,0.0,21.43,40.23,1.11,1.33,9,1,4
David Lemos,0.33,0.0,50.0,1.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.33,0.0,0.0,14.33,81.4,3.67,57.14,0.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,33.33,41.67,0.67,0.67,3,2,3
Julian Millan,0.05,0.15,50.0,0.85,0.0,0.0,0.4,1.8,0.0,3.55,0.0,0.2,0.0,0.0,45.2,76.0,3.35,43.59,0.0,0.25,0.0,0.0,1.2,0.15,0.05,0.0,56.25,57.89,0.6,0.25,20,2,2
Alfonso Simarra,0.0,0.0,100.0,0.25,0.0,0.0,1.0,0.5,0.0,2.0,0.0,0.0,0.25,0.25,44.75,79.33,1.75,37.5,0.0,0.0,0.0,0.0,1.25,0.25,0.25,0.0,61.54,68.0,0.25,0.5,4,1,2
Kevin Andrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,88.89,1.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2
Juan Camilo Suárez,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,27.0,85.19,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,1.0,3.0,1,1,2
Oscar Vallecilla,0.0,0.0,33.33,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,64.29,5.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44,1.0,1.0,1,2,4
Miguel Sandoval,0.0,0.0,33.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,1.0,2.0,1,2,3
Josep Mejia,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3
Javier Ortiz,0.0,0.0,0.0,2.33,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,28.57,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.33,1.0,3,1,3
Jimmy Congo,0.0,0.0,75.0,0.38,0.0,0.0,0.5,0.63,0.13,0.13,0.0,0.13,0.0,0.0,31.5,88.49,5.25,76.92,0.0,0.0,0.0,0.0,0.88,0.0,0.13,0.0,50.0,53.85,0.88,1.13,8,1,3
Luciano Ospina,0.0,0.0,0.0,0.3,0.0,0.0,0.5,1.3,0.0,2.5,0.0,0.2,0.0,0.0,31.9,80.88,0.8,33.33,0.0,0.2,0.0,0.0,0.7,0.0,0.4,0.0,73.68,55.88,0.0,0.6,10,3,2
John Jairo Velásquez,0.0,0.09,38.46,1.73,0.0,0.0,0.64,0.36,0.0,0.0,0.0,0.45,0.0,0.0,16.27,78.21,5.0,36.36,0.0,0.0,0.0,0.0,0.64,0.09,0.18,0.0,20.0,38.0,0.55,0.73,11,2,3
Jefferson Gómez,0.0,0.0,100.0,0.13,0.0,0.0,0.73,0.93,0.07,2.27,0.0,0.33,0.0,0.0,40.33,85.12,1.53,45.88,0.0,0.07,0.0,0.0,1.2,0.07,0.33,0.0,58.62,58.11,0.73,1.0,15,2,2
Daniel Giraldo,0.1,0.0,57.14,0.4,0.1,0.0,1.1,0.65,0.0,0.3,0.0,0.75,0.0,0.0,29.6,82.77,5.9,62.26,0.0,0.15,0.0,0.0,0.85,0.2,0.25,0.0,40.0,42.24,0.85,1.55,20,3,3
Diber Cambindo,0.05,0.15,66.67,1.3,0.0,0.0,0.15,0.1,0.0,0.35,0.0,0.1,0.05,0.05,6.15,65.85,1.8,66.67,0.0,0.0,0.0,0.0,0.25,0.05,0.2,0.0,30.77,35.59,0.55,1.3,20,2,4
Maicol Medina,0.0,0.06,37.5,0.83,0.0,0.0,1.39,1.33,0.0,1.28,0.0,0.83,0.0,0.0,29.83,81.01,3.17,46.74,0.0,0.22,0.0,0.0,0.83,0.17,0.28,0.0,54.29,49.17,0.67,0.89,18,2,3
Sebastián Leyton,0.14,0.0,50.0,1.29,0.0,0.0,0.5,0.57,0.07,0.07,0.0,0.71,0.07,0.0,21.29,78.19,5.21,54.17,0.0,0.0,0.0,0.0,0.36,0.07,0.43,0.0,47.37,42.86,0.93,0.93,14,2,3
Iván Rojas,0.04,0.0,100.0,0.38,0.0,0.0,1.71,1.88,0.04,1.13,0.0,0.88,0.0,0.0,35.29,86.19,3.83,45.74,0.0,0.21,0.0,0.0,1.08,0.17,0.38,0.04,42.86,42.68,0.46,2.08,24,2,3
Yaliston Martínez,0.0,0.0,64.71,0.0,0.0,0.0,1.17,1.0,0.0,0.42,0.0,0.17,0.08,0.08,17.5,68.57,2.08,28.0,0.0,0.0,0.0,0.0,0.42,0.0,0.17,0.08,46.15,58.21,0.67,0.25,12,1,3
Diego Valdes,0.09,0.36,50.0,1.82,0.0,0.0,0.64,0.18,0.0,0.55,0.0,0.45,0.09,0.09,8.91,59.18,2.82,28.57,0.0,0.0,0.0,0.0,0.45,0.09,0.09,0.0,38.89,39.81,1.18,1.55,11,3,4
Fabio Delgado,0.0,0.0,50.0,0.0,0.0,0.0,1.3,1.1,0.0,1.0,0.0,0.4,0.0,0.1,27.6,79.35,4.6,42.31,0.0,0.2,0.0,0.0,1.0,0.1,0.2,0.0,64.0,61.29,0.6,0.6,10,1,2
Christian Mafla,0.0,0.0,28.57,0.2,0.0,0.0,2.4,1.1,0.0,0.9,0.1,0.2,0.0,0.0,16.5,72.12,2.2,29.63,0.0,0.1,0.0,0.0,1.0,0.0,0.1,0.0,41.67,66.15,1.2,0.7,10,2,2
Bruno Téliz,0.06,0.17,57.89,0.61,0.0,0.0,1.72,0.89,0.0,0.44,0.0,0.67,0.06,0.11,26.22,79.66,4.22,50.0,0.0,0.06,0.0,0.0,0.83,0.17,0.11,0.0,44.44,55.64,1.33,0.72,18,3,3
Hayen Palacios,0.13,0.0,46.67,0.63,0.0,0.0,0.88,1.38,0.0,0.5,0.0,0.13,0.0,0.0,19.63,82.8,3.0,50.0,0.0,0.13,0.0,0.0,0.38,0.38,0.25,0.0,50.0,48.0,0.88,1.13,8,1,2
Jose Leudo,0.0,0.0,50.0,0.63,0.0,0.0,1.13,0.88,0.0,1.06,0.0,0.69,0.06,0.06,38.81,84.22,4.13,42.65,0.0,0.31,0.0,0.0,0.94,0.06,0.06,0.0,57.14,44.9,0.88,1.5,16,2,3
Agustín Vuletich,0.0,0.13,50.0,1.13,0.0,0.0,0.38,0.38,0.13,0.38,0.0,0.25,0.13,0.0,14.75,71.19,3.63,73.33,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,44.44,41.82,0.38,0.88,8,3,4
Jader Valencia,0.13,0.04,30.0,1.13,0.0,0.0,0.25,0.13,0.0,0.46,0.0,0.13,0.04,0.0,10.67,72.27,3.5,50.0,0.0,0.08,0.0,0.0,0.29,0.04,0.13,0.0,44.19,33.61,0.38,1.04,24,1,4
Ivan Scarpetta,0.07,0.0,100.0,0.6,0.0,0.0,0.67,1.6,0.0,3.73,0.0,0.4,0.0,0.0,34.27,73.54,2.73,31.97,0.0,0.13,0.0,0.0,1.07,0.13,0.13,0.0,40.54,43.28,0.2,0.73,15,2,2
Yhorman Hurtado,0.0,0.0,33.33,0.14,0.0,0.0,1.43,1.57,0.0,1.29,0.0,0.57,0.0,0.0,32.0,77.23,6.71,42.11,0.0,0.0,0.0,0.0,0.86,0.0,0.14,0.0,58.82,51.92,0.86,1.43,7,2,2
Jhon Freddy Pajoy,0.0,0.0,0.0,0.33,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.33,0.0,0.0,13.33,72.5,3.0,57.14,0.0,0.0,0.0,0.0,0.5,0.0,0.17,0.0,50.0,36.84,0.83,0.67,6,3,3
Yilson Rosales,0.0,0.0,33.33,0.0,0.0,0.0,1.0,1.33,0.0,1.67,0.0,0.5,0.0,0.0,7.5,68.89,0.5,50.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,66.67,60.0,0.5,0.17,6,1,2
Luis Alejandro Paz,0.0,0.0,25.0,0.25,0.0,0.0,1.83,0.58,0.0,0.67,0.0,1.0,0.0,0.0,28.75,81.16,3.33,53.66,0.0,0.0,0.0,0.0,1.08,0.0,0.08,0.0,58.82,50.0,0.5,1.25,12,3,3
Ernesto Hernández,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.12,0.0,0.82,0.12,0.0,0.0,0.0,26.12,61.26,2.12,44.85,2.41,0.24,0.12,0.0,1.29,0.12,0.06,0.06,100.0,88.89,0.24,0.06,17,3,1
Juan Marcelin,0.14,0.05,46.15,0.76,0.0,0.0,0.57,0.1,0.0,0.1,0.0,0.43,0.05,0.1,10.9,75.11,1.9,41.67,0.0,0.0,0.0,0.0,0.33,0.0,0.14,0.0,41.38,44.71,0.38,0.48,21,1,2
Royscer Colpa,0.07,0.07,33.33,0.73,0.0,0.0,1.4,0.4,0.07,1.73,0.0,0.2,0.07,0.0,24.6,84.82,2.93,47.37,0.0,0.07,0.0,0.0,0.8,0.07,0.47,0.0,48.15,47.5,0.2,1.07,15,2,3
Juan Camilo Mosquera,0.0,0.0,85.71,0.2,0.0,0.0,0.6,0.8,0.0,0.6,0.0,0.4,0.0,0.0,13.6,76.47,4.4,60.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,66.67,59.09,0.4,0.8,5,1,4
José Sinisterra,0.0,0.14,64.29,0.64,0.0,0.0,0.71,0.57,0.0,0.21,0.0,0.21,0.07,0.07,10.14,77.46,2.86,44.44,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,30.0,53.25,0.71,0.36,14,2,4
Fernando Coniglio,0.0,0.06,46.67,0.59,0.0,0.0,0.35,0.18,0.0,0.47,0.0,0.12,0.0,0.0,7.65,59.23,1.53,62.5,0.0,0.0,0.0,0.0,0.65,0.0,0.12,0.0,58.06,54.72,0.53,0.41,17,3,4
David Gómez,0.0,0.0,33.33,0.2,0.0,0.0,0.5,1.5,0.0,0.8,0.0,0.4,0.1,0.0,18.9,81.48,2.1,42.86,0.0,0.1,0.0,0.0,0.6,0.2,0.0,0.0,63.64,52.94,0.5,0.2,10,3,2
Jhon Vásquez,0.08,0.15,25.0,1.69,0.0,0.0,1.0,0.46,0.0,0.69,0.0,0.38,0.0,0.0,20.54,75.28,7.62,43.48,0.0,0.0,0.0,0.0,1.0,0.08,0.46,0.08,47.06,48.33,1.85,0.69,13,2,3
Jair Castillo,0.0,0.06,35.71,0.29,0.0,0.0,2.0,1.65,0.06,1.82,0.0,0.88,0.0,0.0,26.71,71.15,4.41,32.95,0.0,0.29,0.0,0.0,0.76,0.06,0.18,0.0,57.14,47.93,0.41,1.41,17,2,3
Edgard Camargo,0.0,0.0,100.0,0.75,0.0,0.0,0.5,0.5,0.0,0.75,0.0,0.5,0.0,0.25,23.25,84.95,4.25,60.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,33.33,0.5,0.5,4,1,3
Daniel Linarez,0.0,0.0,50.0,0.33,0.0,0.0,1.33,1.17,0.0,1.75,0.0,0.83,0.08,0.08,29.25,74.36,4.08,35.42,0.0,0.17,0.0,0.0,0.75,0.33,0.0,0.0,42.86,45.57,0.58,0.75,12,3,2
Germán Mera,0.0,0.0,100.0,0.0,0.0,0.0,1.0,2.25,0.0,2.75,0.0,0.25,0.0,0.0,36.0,82.64,1.0,45.45,0.0,0.0,0.0,0.0,1.0,0.5,0.25,0.25,71.43,62.5,0.0,0.75,4,3,2
Christian Andrade Olmedo,0.0,0.0,66.67,0.25,0.0,0.0,1.5,2.0,0.0,1.5,0.0,1.25,0.0,0.0,13.0,76.92,2.25,66.67,0.0,0.25,0.0,0.0,0.75,0.0,0.25,0.0,33.33,40.0,0.25,1.75,4,1,2
Carlos Robles,0.0,0.0,40.0,0.5,0.0,0.0,1.25,1.33,0.0,0.58,0.08,0.17,0.0,0.0,33.58,89.08,5.75,51.35,0.0,0.08,0.0,0.0,1.0,0.0,0.08,0.0,42.86,50.0,0.25,0.83,12,3,3
Mauricio Duarte,0.0,0.1,80.0,0.7,0.0,0.0,1.4,0.6,0.0,0.3,0.0,0.4,0.2,0.0,30.1,80.4,4.9,40.74,0.0,0.3,0.0,0.0,0.7,0.3,0.0,0.0,40.0,50.75,1.2,1.2,10,3,2
Nicolas Palacios,0.0,0.0,0.0,0.1,0.0,0.0,1.2,0.7,0.1,1.5,0.0,0.4,0.0,0.0,17.5,76.57,1.9,52.63,0.0,0.1,0.0,0.0,0.4,0.1,0.2,0.0,50.0,58.97,0.3,0.6,10,3,2
Juan Diaz,0.0,0.0,50.0,0.43,0.0,0.0,0.71,0.43,0.0,0.57,0.0,0.57,0.0,0.0,24.86,84.48,3.14,72.22,0.0,0.14,0.0,0.0,0.57,0.0,0.0,0.0,25.0,36.0,0.14,0.57,7,1,3
Ronaldo Tavera,0.0,0.0,0.0,0.25,0.0,0.0,1.17,0.75,0.0,0.25,0.0,0.67,0.0,0.0,22.67,87.5,3.08,47.83,0.0,0.0,0.0,0.0,0.33,0.0,0.08,0.0,33.33,41.18,0.25,0.75,12,2,3
Lewis Sinisterra,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.2,0.0,6.0,83.33,2.0,100.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,100.0,35.71,0.4,0.4,5,1,3
Jáder Maza,0.0,0.0,60.0,1.25,0.0,0.0,0.25,0.42,0.0,0.17,0.0,0.25,0.17,0.0,12.58,70.86,3.17,11.11,0.0,0.0,0.0,0.0,0.58,0.17,0.08,0.0,36.36,40.74,0.5,0.5,12,2,3
Edwuin Cetré,0.05,0.19,29.03,1.19,0.0,0.0,0.43,0.43,0.0,0.1,0.0,0.19,0.19,0.1,15.81,71.99,5.05,56.25,0.0,0.0,0.0,0.0,0.71,0.19,0.14,0.0,44.0,49.64,1.86,0.71,21,2,3
Juan Camilo Roa,0.0,0.0,66.67,0.22,0.0,0.0,1.33,0.22,0.0,0.56,0.0,1.0,0.0,0.0,22.22,80.5,2.78,60.0,0.0,0.11,0.0,0.0,0.22,0.11,0.11,0.0,71.43,52.5,0.22,0.67,9,2,3
Ruben Manjarres,0.18,0.0,20.0,0.73,0.0,0.0,1.0,0.45,0.0,0.45,0.0,0.91,0.0,0.0,16.82,81.62,3.18,68.18,0.0,0.09,0.0,0.0,0.36,0.0,0.0,0.0,57.14,40.0,0.91,1.45,11,1,3
Raziel García,0.0,0.0,46.15,0.45,0.0,0.0,0.64,0.27,0.0,0.09,0.0,0.73,0.0,0.0,27.55,77.23,5.73,45.45,0.0,0.0,0.0,0.0,0.36,0.09,0.0,0.0,50.0,35.42,0.27,0.27,11,2,3
Juan Mancilla,0.0,0.08,87.5,0.67,0.0,0.0,1.17,1.33,0.08,0.25,0.0,1.25,0.0,0.0,27.58,82.78,3.67,56.52,0.0,0.08,0.0,0.0,0.67,0.0,0.33,0.0,50.0,50.0,1.08,1.33,12,2,3
Andrés Balanta,0.0,0.06,50.0,0.47,0.0,0.0,1.06,0.94,0.06,0.29,0.0,0.65,0.06,0.0,22.71,81.61,3.47,53.66,0.0,0.12,0.0,0.0,0.88,0.06,0.12,0.0,68.97,53.47,0.88,1.29,17,1,3
Adrián Estacio,0.18,0.0,50.0,1.18,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.45,0.0,0.0,14.82,74.85,3.55,22.22,0.0,0.0,0.0,0.0,0.45,0.09,0.18,0.0,56.25,51.69,2.09,0.73,11,2,4
Alejandro Gabriel Quintana,0.14,0.0,11.11,0.64,0.0,0.0,0.36,0.0,0.0,0.29,0.0,0.14,0.0,0.0,7.93,59.46,2.21,66.67,0.0,0.0,0.0,0.0,0.5,0.0,0.29,0.0,48.98,38.14,0.5,1.29,14,3,4
Juan Sebastian Herrera,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,91.67,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,62.5,0.5,0.0,2,2,4
Alejandro Marin,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6.5,84.62,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,40.0,0.5,0.5,2,1,3
Tomás Ángel,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,7.0,71.43,2.0,50.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,100.0,1.0,0.0,3,1,4
Sebastián Palma,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.0,0.75,0.0,0.0,0.0,0.0,37.25,77.85,2.25,57.14,0.0,0.0,0.0,0.0,0.75,0.0,0.5,0.0,37.5,40.0,0.0,0.75,4,1,2
Juan Peñaloza Ragga,0.0,0.0,66.67,0.88,0.0,0.0,0.75,0.75,0.0,0.88,0.0,0.63,0.0,0.0,19.75,86.08,4.75,73.33,0.0,0.13,0.0,0.0,0.88,0.13,0.38,0.0,55.56,46.15,0.63,1.13,8,1,4
Andrés Mosquera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.06,0.0,0.0,20.75,58.73,1.31,36.28,1.56,0.44,0.25,0.13,0.5,0.13,0.0,0.06,66.67,50.0,0.13,0.06,16,3,1
Kevin Pérez,0.04,0.3,51.43,1.39,0.04,0.0,1.04,0.52,0.0,0.26,0.0,0.57,0.04,0.13,19.39,76.91,5.39,23.53,0.0,0.0,0.0,0.0,0.96,0.09,0.04,0.0,30.77,46.34,1.0,0.43,23,2,3
Cristhian Subero,0.0,0.0,44.44,0.39,0.0,0.0,1.26,1.26,0.04,2.39,0.0,0.48,0.09,0.09,31.17,75.87,4.43,35.04,0.0,0.22,0.0,0.0,1.09,0.13,0.43,0.04,65.0,59.65,0.39,0.65,23,3,2
Santiago Orozco,0.0,0.0,54.55,0.65,0.0,0.0,0.76,0.65,0.0,0.71,0.0,0.59,0.0,0.0,29.88,80.51,4.76,54.95,0.0,0.06,0.0,0.0,0.65,0.18,0.24,0.0,33.33,50.51,1.59,1.0,17,2,3
Alejandro Artunduaga,0.07,0.0,62.86,0.6,0.0,0.0,1.93,0.73,0.0,0.93,0.0,0.67,0.0,0.0,18.8,78.72,3.53,44.0,0.0,0.07,0.0,0.0,0.8,0.13,0.13,0.07,44.44,58.67,1.93,0.93,15,2,2
Ángelo Rodríguez,0.0,0.27,55.56,1.45,0.0,0.0,0.27,0.18,0.0,1.27,0.0,0.0,0.18,0.0,9.18,60.4,3.0,100.0,0.0,0.09,0.0,0.0,0.91,0.09,0.45,0.0,52.94,40.98,0.73,1.36,11,3,4
Álvaro Meléndez,0.09,0.0,50.0,0.36,0.0,0.0,0.45,0.0,0.0,0.18,0.0,0.27,0.0,0.0,10.09,72.07,2.18,33.33,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,9.09,40.91,0.64,0.73,11,2,3
Yeferson Rodallega,0.0,0.06,30.0,0.38,0.0,0.0,1.38,1.88,0.0,1.25,0.0,0.56,0.19,0.19,18.88,69.54,2.63,35.14,0.0,0.13,0.0,0.0,0.88,0.13,0.0,0.0,42.86,39.81,0.38,1.31,16,1,2
Yilmar Celedon,0.0,0.0,85.71,0.19,0.0,0.0,1.81,1.31,0.13,1.88,0.0,0.56,0.0,0.06,28.06,73.27,1.5,42.19,0.0,0.13,0.0,0.0,1.06,0.0,0.06,0.06,52.63,54.95,0.31,1.25,16,2,3
Alejandro Piedrahita,0.08,0.0,63.64,0.42,0.0,0.0,0.25,0.08,0.0,0.17,0.0,0.25,0.08,0.0,13.0,81.41,3.42,85.71,0.0,0.0,0.0,0.0,0.33,0.25,0.0,0.0,14.29,48.65,0.58,0.25,12,1,3
Javier Méndez,0.0,0.0,0.0,0.47,0.0,0.0,0.73,0.8,0.0,0.4,0.0,0.27,0.0,0.0,12.27,86.41,1.6,58.33,0.0,0.13,0.0,0.0,0.33,0.13,0.2,0.0,25.0,43.59,0.33,0.6,15,2,3
Jader Quinones,0.0,0.0,54.84,0.41,0.0,0.0,0.94,0.41,0.0,0.18,0.0,0.41,0.0,0.0,26.88,80.53,6.88,42.11,0.0,0.12,0.0,0.0,0.53,0.18,0.12,0.0,70.59,51.35,0.71,1.18,17,1,3
Bryan Sinisterra,0.1,0.0,50.0,0.4,0.0,0.0,0.6,0.1,0.0,0.1,0.0,0.5,0.0,0.1,8.6,88.37,2.7,75.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,28.57,42.59,0.7,0.8,10,1,4
