#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
417,,Mostafa Gamal,0.1,0.03,80.77,0.35,0,0
418,,Bruno Sávio,0.07,0.07,30,1.29,0,0
419,,Alia Sylla,0.14,0.29,0,1,0,0
420,,Kingsley Fidelis Kuku,0,0,33.33,0.1,0,0
421,,Khaled El Akhmimi,0,0,50,0.63,0,0
422,,Emmanuel David,0.06,0.06,43.48,0.82,0,0
423,,Ibrahim Kone,0.06,0,60,0.38,0,0
424,,Salah Mohsen,0.21,0.32,55.56,1.05,0,0
425,,Gedo,0.08,0.17,14.29,0.96,0.08,0
426,,Ali Fathi,0,0,30,0.19,0,0
427,,Paul Joules,0.15,0,80,0.85,0,0
428,,Gaber Kamel,0.04,0,25,0.33,0,0
429,,Assem Salah,0,0,20,0.29,0,0
430,,Mohammed Rashid,0,0,0,0,0,0
431,,Motaz El Sayed,0,0,0,1,0,0
432,,Khaled Alnabrisi,0,0,0,0,0,0
433,,Sherif Dabo,0,0,0,0,0,0
434,,Abdoul Kader Coulibaly,0,0,100,0,0,0
435,,Saber El Shimi,0,0,0,0,0,0
436,,Mahmoud El Gharabawy,0,0,0,0,0,0
437,,Mahmoud Shedid Kenawi,0,0,0,0,0,0
438,,Ahmed El Sebai,0,0,0,0,0,0
439,,Shemeles Bekele,0,0,0,0,0,0
440,,El Habib Ahmed Hassan,0,0,0,0,0,0
441,,Amr Khalil,0,0,0,0,0,0
442,,Mohamed Benkhemassa,0,0,0,0,0,0
443,,Ali Yasser,0,0,0,1,0,0
444,,Ojo Tolulope,0,0,0,0.5,0,0
445,,Arthur Justice,0,0,0,0.4,0,0
446,,Mahmoud Gehad,0,0,60,0.33,0,0
447,,Medhat Fakousa,0,0,75,0.5,0,0
448,,Salah Zayed,0,0,80,0,0,0
449,,Eric Traore,0,0,60,0.25,0,0
450,,Ali Hamdy,0,0,50,0.63,0,0
451,,Ahmed Gamal,0,0.04,72.73,0.33,0,0
452,,Mahmoud Shabrawy,0.05,0,28.57,0.89,0,0
453,,Momen Atef,0.05,0.05,30,0.47,0,0
454,,Abdel Rahman Emad,0,0.05,48.39,0.45,0,0
455,,Mahmoud Emad,0,0,66.67,0.53,0,0
456,,Mohamed Saeed,0,0.04,45.83,0.67,0,0
457,,Mahmoud Zalaka,0,0.05,62.5,0.53,0,0
458,,Halimo,0.04,0,46.67,0.5,0,0
459,,Paulin Voavy,0.1,0.1,47.06,0.4,0,0
460,,Mohamed Dhaoui,0,0,25,0.78,0,0
461,,Ahmed El Saadani,0,0,0,0,0,0
462,,Razak Cissé,0.13,0.06,39.39,1,0,0
463,,Eric Serge,0,0.13,57.14,0.75,0,0
464,,Zeyad Tarek,0,0.13,60,0.5,0,0
465,,Abdelrahman Atef,0.07,0.11,11.11,0.78,0,0
466,,Abdallah Magdy,0.06,0.06,25,0.06,0,0
467,,Franck Mbella Etouga,0.2,0.4,62.5,1.8,0,0
468,,Firas Ifia,0,0,16.67,0.29,0,0
469,,Wagih Abdel Hakim,0,0,41.18,0.37,0,0
470,,Barakat Haggag,0.14,0,0,0.21,0.07,0
471,,Youssef Hassan,0,0,0,0.25,0,0
472,,Abdallah Yaisien,0,0,50,0.2,0,0
473,,Ahmed Ayman,0,0,28.57,0,0,0
474,,Mostafa El-Badry,0,0.24,33.33,0.76,0,0
475,,Islam Ateia,0.13,0.06,47.06,0.75,0.06,0
476,,Arabi Badr,0.1,0,100,0.3,0,0
477,,Mohamed Sadek,0,0,36.36,0.27,0,0
478,,Aymen Sfaxi,0,0.06,33.33,0.41,0,0
479,,Mahmoud Alaa El Katamy,0,0,40,0.25,0,0
480,,Abubakar Liday,0,0,57.14,0.62,0,0
481,,Karim Mostafa,0,0,42.11,0.68,0,0
482,,Ahmed Shousha,0,0,25,0.41,0,0
483,,Mohamed Nadi,0,0,33.33,0.47,0,0
484,,Ahmed Dawooda,0,0,20,0.15,0,0
485,,Omar Saoudi,0,0,0,0.67,0,0
486,,Fares Hatem,0,0,100,0.5,0,0
487,,Momen Mohamed Abd Rabo,0,0,0,0,0,0
488,,Tariq Alaa,0,0,50,0,0,0
489,,Ahmed Hamoudi,0,0,30.77,0.43,0,0
490,,Mahmoud Wahid,0,0,25,0.2,0,0
491,,Valentine Odoh,0,0.06,44.44,1.06,0,0
492,,Abdelghani Mohamed,0,0.05,48.15,0.33,0,0
493,,Charles Ekpenyong,0.15,0.08,31.58,0.77,0,0
494,,Karim Yehia,0,0,50,0.36,0,0
495,,Islam Gamal,0,0,0,0.25,0,0
496,,Momen Rady,0,0,0,0.38,0,0
497,,Ahmed Adel,0.04,0.08,33.8,0.85,0,0
498,,Youssef El Gohary,0,0,37.5,0,0,0
