#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
296,,Ahmed  Abdelkader,0.75,0.38,0,0.04,0,0.54
297,,Mohamed Mahmoud,1.1,0.4,0,0.05,0,0.75
298,,Tarek Taha,0.8,0.6,0,0.8,0,1.6
299,,Ziad Kamal,2.25,1.38,0,0.38,0,1.25
300,,John Okoye Ebuka,0.21,0.07,0,0,0,0
301,,Farid Shawky,1.41,1,0.04,0.81,0,0.93
302,,Omar Gaber,1.63,0.81,0,0.75,0,0.38
303,,Ahmed Yasser,1.8,0.9,0,0.55,0,1.1
304,,Abdel Naser Mohamed Di Maria,0.6,0.27,0,0.33,0,0
305,,Rafik Kabou,0.41,0.12,0,0.03,0,0.53
306,,Walid Mostafa,0.81,0.44,0,0.31,0,0
307,,Mohamed Ashraf,1.29,0.57,0.14,1,0,0.43
308,,Islam Salah,0.68,1.32,0,2.21,0,0.16
309,,Naser Naser,1.12,0.65,0,0.35,0,0.94
310,,Mohamed Tarek,1.38,0.13,0,1.5,0,0.75
311,,Abderrahim Deghmoum,1.44,0.28,0,0.2,0,1
312,,Mostafa Abdel Rasoul,1.83,0.83,0,0.58,0,0.42
313,,Emad Fathy,1.83,0.87,0,0.5,0,0.63
314,,Belal El Sayed,1,0.55,0.05,0.3,0,0.55
315,,Hesham Balaha,0.64,0.73,0,0.27,0,0.45
316,,Malek Baayou,1.33,1.33,0,0.83,0,0.75
317,,Ahmed Emad,1.55,1.64,0.09,2,0,1
318,,Ahmed El-Saghiri,0.67,0.63,0,0.5,0,0.37
319,,Khaled Stouhi,1.25,1.5,0,2.75,0,0.31
320,,Khaled Kamar,0.21,0.11,0.05,0.63,0,0.26
321,,Mohamed Hamdi,0.93,0.67,0,0.59,0,0.56
322,,Firas Chaouat,0.38,0.14,0,0.29,0,0.24
323,,Ibrahim Adel,1.05,0.36,0,0.09,0,0.64
324,,Ahmed Madbouli,1.28,0.34,0,0.1,0,0.72
325,,Ahmed Mostafa,1,0.6,0,0.48,0,0.6
326,,Sayed Abdallah,0.54,0.27,0,0.31,0,0.23
327,,Karim El Tayeb,0.25,0,0,0.25,0,0.06
328,,Saeed Kamal,1,0,0,0.5,0,0.5
329,,Mohamed Abdel Aati,0.57,0.21,0,0.07,0,0.29
330,,Ahmed Sayed Gharib,0.75,0,0,1.25,0,0.5
331,,Amr Marey,0.4,0,0,0.2,0,0
332,,Ahmed Yehia,0,0,0,2,0,0
333,,Ahmed Afifi,0,0,0,0,0,0
334,,Mohamed El Nahass,0,0,0,0,0,0
335,,Ahmed Esho,1.5,0,0,1,0,0.5
336,,Hassan Tarek,0.5,0.5,0,0.5,0,0
337,,Yehia Hamed,1,0,0,0,0,0
338,,Mohamed Hossam,0.33,1,0,0,0,0.33
339,,Ibrahim Galal,0,0,0,0,0,0
340,,Youssef Magdy Abdel Ghani,0.33,0,0,0,0,0
341,,Mohamed Abdel Shafi,1.25,1.5,0,0.75,0,0.38
342,,Omar Bassam,1.1,0.1,0,0.1,0,0.3
343,,Mohamed Ramadan,0.36,0.09,0,0,0,0.09
344,,Ahmed Yassin,0.94,1.11,0,3.5,0,0.28
345,,Mohamed Atwa,1.2,0.88,0.12,2.64,0,0.44
346,,Osama Faisal,0.65,0.13,0,0.09,0,0.3
347,,Osama Ibrahim,1.81,0.95,0.05,2,0,0.52
348,,Amr Shaaban,0,0.1,0,1.4,0.1,0.1
349,,Mohamed Naguib,1,1.03,0.07,3.45,0.03,0.17
350,,Abdo Yehia,0.54,0.11,0,0.25,0,0.21
351,,Marwan Dawoud,1.12,0.94,0,1.06,0,0.71
352,,Ragab Omran,0.67,0.11,0,0.33,0,0.28
353,,Azmi Ghouma,1.2,0.72,0,0.48,0,0.48
354,,Mody Naser,2.05,0.9,0,0.48,0,0.86
355,,Mohamed Sherif,0.41,0.18,0,0.09,0,0.23
356,,Abdel Aziz El Balouti,0,0,0,1.47,0.05,0.05
357,,Islam Gamal,1.5,0.17,0,0.08,0,0.5
358,,Ahmed El Nadry,1.56,0.84,0,0.63,0,0.94
359,,Salah Rico,0.86,0.29,0,0.43,0,0.43
360,,Ibrahim Ayoola,0,0,0,0.13,0,0
361,,Ahmed Ayman Mansour,1.23,1.15,0.04,2.23,0,0.73
362,,Youssef Osama Nabih,0.19,0.05,0,0.19,0,0.24
363,,Abdelrahman Body,1.83,1,0,1.33,0,0.17
364,,Ahmed Abdelrasoul,1.14,0.57,0,4.19,0.05,0.33
365,,Karim Nedved,1.56,0.44,0,0.56,0,0.83
366,,Hassan Ali,0.89,0.26,0,0.37,0,0.26
367,,Mahmoud Fahmy,0.27,0.09,0,0.36,0,0.09
368,,Mostafa Sobhi,1.57,0.1,0,0.29,0,0.29
369,,Mohamed Koko,0.06,0,0,1,0,0
370,,Hussein Faisal,1.37,0.3,0.03,0.57,0.03,0.83
371,,Ahmed Sherif,0.33,0.14,0,0.24,0,0.1
372,,Youssef Labib,0,0,0,1.33,0,0
