#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
342,,Tomasz Kupisz,0.06,0,55,51.52,0.38,0.63
343,,Marcin Szpakowski,0.29,0,26.92,50.96,0.95,0.86
344,,Jurich Carolina,0.22,0,54.55,57.74,0.78,0.65
345,,Dariusz Pawłowski,0.08,0,66.67,62.86,0.38,0.31
346,,Łukasz Zjawiński,0.1,0,41.77,43.84,1.1,0.75
347,,Rauno Sappinen,0.04,0,27.66,37.25,1.2,1.04
348,,Koldo Obieta Alberdi,0.17,0,37.23,33.5,0.76,1.14
349,,Filip Balaj,0,0,54.55,57.14,0.5,0.17
350,,Adrian Przyborek,0,0,0,50,0.33,0.33
351,,Arkadiusz Wozniak,0,0,58.82,51.35,0.36,0.27
352,,Wojciech Łaski,0.08,0,40,50,0.75,0.67
353,,Tomas Prikryl,0.1,0,38.46,40.97,0.93,0.67
354,,Gabriel Kirejczyk,0,0,45.24,37.84,0.5,0.8
355,,Janusz Nojszewski,0.2,0,100,50,0.2,0.2
356,,Adam Chrzanowski,0.29,0,52.5,47.52,0.29,0.94
357,,Bartłomiej Ciepiela,0.24,0,19.05,37.5,0.24,0.82
358,,Olaf Kobacki,0.21,0,39.53,44.29,1,0.96
359,,Anthony van den Hurk,0.5,0,42.86,48.15,0.83,1.17
360,,Dawid Drachal,0.19,0,15.79,44.63,0.88,1
361,,Wiktor Kaminski,0,0,50,55.56,1,0
362,,Mateusz Stawny,0,0,44.44,53.85,1.5,0.5
363,,Kacper Smiglewski,0,0,66.67,33.33,0,0.67
364,,Bartosz Kwiecień,0.4,0,100,42.86,0,1
365,,Kevin Broll,0,0.1,100,60,0.1,0.1
366,,Paweł Olkowski,0.04,0,32.69,45.54,1,0.65
367,,Michal Siplak,0.24,0,68.97,53.25,0.38,1
368,,Kristián Vallo,0.05,0,36,34.9,0.27,0.91
369,,Aurelien Nguiamba,0.36,0,62.5,47.83,0.36,1.09
370,,Maciej Żurawski,0.1,0,35.14,42.86,0.81,0.48
371,,Kamil Koscielny,0.11,0,54.29,50.93,0.21,0.84
372,,Jasmin Burić,0.2,0,0,100,0.2,0
373,,Bartosz Klebaniuk,0,0,100,100,0,0
374,,Mato Miloš,0.13,0,41.67,42.86,0.46,0.75
375,,Gustav Berggren,0.16,0,45,42.17,0.36,0.92
376,,Jonatan Kotzke,0.13,0,52.63,46.88,0.63,0.75
377,,Mateusz Wdowiak,0.13,0,36.67,39.23,0.7,0.77
378,,Łukasz Bejger,0.1,0.05,50,54.21,0.76,0.62
379,,Mateusz Bochnak,0.06,0,33.33,42.47,0.31,0.44
380,,Miłosz Matysik,0.27,0,51.61,48.15,0.67,0.87
381,,Dariusz Stalmach,0.33,0,0,40,1,1
382,,Tomasz Walczak,0,0,100,100,0.33,0
383,,Filip Koperski,0,0,40,54.05,0.43,0.71
384,,Adam Frączczak,0,0,17.39,29.17,0.56,0.89
385,,Michael Kostka,0.11,0,44,51.59,0.44,0.63
386,,Mateusz Lewandowski,0.06,0,41.67,36.92,0.25,0.88
387,,Nono,0.19,0.06,17.14,38.73,1.56,1.44
388,,Jakub Nowakowski,0,0,16.67,49.21,0.6,0.47
389,,Kacper Kostorz,0,0,58.33,42.37,0.15,0.54
390,,Mikołaj Lebedyński,0.04,0,53.85,47.9,0.63,0.63
391,,Paweł Żyra,0,0,50,48.62,0.26,0.37
392,,Kamil Drygas,0.21,0,58.82,48.78,0.83,1.03
393,,Mateusz Mak,0,0,40,40.74,0.52,0.24
394,,Róbert Pich,0,0,11.11,50.91,0.53,0.35
395,,Santiago Naveda,0.06,0.12,53.13,55.56,1.06,0.94
396,,Camilo Mena,0,0,0,40.63,0.86,0.14
397,,Kevin Friesenbichler,0.17,0,40,42.11,0.67,0.42
398,,Rafał Leszczyński,0.05,0,66.67,61.54,0.2,0.05
399,,Jacek Kiełb,0.05,0,31.25,40,0.33,0.33
400,,Bassekou Diabate,0.13,0,29.73,44.59,1.43,0.65
401,,Maciej Bortniczuk,0.1,0,16.67,43.59,0.7,0.5
402,,Mateusz Kowalski,0.09,0.09,40,40.91,0.09,0.36
403,,Paweł Jaroszyński,0.29,0,52.27,49.61,0.76,1
404,,Anton Krivotsyuk,0.22,0,56.67,47.76,1,0.67
405,,Blaž Kramer,0.08,0,75,62.96,0.17,0.25
406,,Artur Rudko,0,0,0,0,0,0
407,,David Poreba,1,0,0,25,1,2
408,,Dawid Baldyga,0,0,40,33.33,0,1
409,,Pawel Chrupalla,0,0,0,33.33,0,0.5
