#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
368,,Kristián Vallo,1.05,0.27,0,0.68,0,0.77
369,,Aurelien Nguiamba,0.73,1,0,0.64,0,0.27
370,,Maciej Żurawski,0.58,0.61,0,0.32,0,0.45
371,,Kamil Koscielny,0.63,0.37,0.05,1.05,0,0.21
372,,Jasmin Burić,0,0,0,1,0,0
373,,Bartosz Klebaniuk,0,0,0,0.6,0,0
374,,Mato Miloš,0.96,0.67,0,1.17,0,0.83
375,,Gustav Berggren,0.52,0.44,0,0.52,0,0.28
376,,Jonatan Kotzke,0.81,1.06,0,0.94,0,0.56
377,,Mateusz Wdowiak,0.23,0.13,0,0.1,0,0.37
378,,Łukasz Bejger,0.71,0.57,0.05,2.14,0,0.38
379,,Mateusz Bochnak,0.69,0.19,0,0.44,0,0.5
380,,Miłosz Matysik,0.53,1.33,0,2.53,0,0.27
381,,Dariusz Stalmach,0.33,0,0,0,0,0.33
382,,Tomasz Walczak,0.33,0,0,0,0,0
383,,Filip Koperski,1.71,0.14,0,0.57,0,0.14
384,,Adam Frączczak,0.44,0.22,0,0.22,0,0.11
385,,Michael Kostka,1.07,0.59,0,0.81,0,0.37
386,,Mateusz Lewandowski,0.44,0.06,0,0.31,0,0.44
387,,Nono,1.63,0.69,0,0.69,0,0.94
388,,Jakub Nowakowski,1.27,0.47,0,0.2,0,0.87
389,,Kacper Kostorz,0.31,0.08,0,0.23,0,0.15
390,,Mikołaj Lebedyński,0.22,0.11,0,0.37,0,0.19
391,,Paweł Żyra,1.42,0.68,0,0.53,0,0.79
392,,Kamil Drygas,0.76,0.48,0,0.9,0,0.41
393,,Mateusz Mak,0.32,0.12,0,0.16,0,0.44
394,,Róbert Pich,0.71,0.12,0,0.24,0,0.35
395,,Santiago Naveda,0.94,1.18,0,1.24,0,0.47
396,,Camilo Mena,0.14,0.14,0,0,0,0.57
397,,Kevin Friesenbichler,0.67,0.33,0.08,0.25,0,0.75
398,,Rafał Leszczyński,0,0,0.05,1,0.05,0.1
399,,Jacek Kiełb,0.38,0.14,0,0.24,0,0.19
400,,Bassekou Diabate,0.96,0.39,0,0.17,0,0.57
401,,Maciej Bortniczuk,0.7,0.2,0,0.3,0,0.4
402,,Mateusz Kowalski,0.27,0.18,0,0,0,0.18
403,,Paweł Jaroszyński,0.81,0.38,0.05,1.19,0,0.29
404,,Anton Krivotsyuk,0.44,0.89,0,1.78,0,0.56
405,,Blaž Kramer,0.25,0,0,0.08,0,0
406,,Artur Rudko,0,0,0,1,0,0
407,,David Poreba,0,0,0,0,0,1
408,,Dawid Baldyga,0,0,0,0,0,0
409,,Pawel Chrupalla,0,0,0,0,0,1
410,,Dawid Więckowski,2.5,2,0,1.5,0,0.5
411,,Michał Jakóbowski,0.67,0,0,0.33,0,0
412,,Maksymilian Pingot,0.8,1.4,0,1.8,0,0.4
413,,Bogdan Vastsuk,0.8,0.4,0,0.2,0,0.4
414,,Radosław Cielemęcki,0.8,0,0,0.2,0,0.4
415,,Jerónimo Cacciabue,0.91,0.91,0,1.09,0,0.55
416,,Sebastian Musiolik,0.12,0.12,0,0.12,0,0.12
417,,Niilo Mäenpää,0.97,0.39,0,0.39,0,0.68
418,,Caye Quintana,0.39,0.17,0,0.44,0,0.28
419,,Blaž Vrhovec,0.54,0.69,0,0.31,0,0.54
420,,Bartłomiej Kłudka,1.9,1.67,0.05,2.29,0,1.19
421,,Dalibor Takáč,0.56,0.37,0,0.41,0,0.26
422,,Conrado Buchanelli Holz,1.19,0.29,0,0.38,0,0.62
423,,Mateusz Bartolewski,0.73,1.09,0.18,3,0,0.27
424,,Kamil Zapolnik,0.91,0.09,0,0.91,0,0.36
425,,Dominik Sokół,0,0,0,0.14,0,0
426,,Patryk Sokołowski,0.5,0.56,0,0.83,0.06,0.39
427,,Adrian Łyszczarz,0.17,0.17,0,0.17,0,0.44
