#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
458,,Miroslav Gono,0,0,100,0,0,0
459,,Wiktor Długosz,0,0.06,34.48,0.11,0,0
460,,Adrian Danek,0,0.06,38.1,0.94,0,0
461,,Maciej Wolski,0,0.08,50,0.28,0,0
462,,Szymon Kobusiński,0,0.4,100,1,0,0
463,,Juan Camara,0,0,50,0.38,0,0
464,,Dennis Jastrzembski,0.07,0.04,40.74,0.46,0,0
465,,Daniel Pik,0,0,47.37,0.44,0,0
466,,David Stec,0,0,45.45,0.29,0,0
467,,Jakub Ojrzyński,0,0,0,0,0,0
468,,Jakub Jędrasik,0,0,0,0,0,0
469,,Jayson Papeau,0,0,40,1,0,0
470,,Mikołaj Rakowski,0,0,0,0,0,0
471,,Krzysztof Kolanko,0,0,40,0.25,0,0
472,,Jan Biegański,0,0,0,0,0,0
473,,Kacper Jodlowski,0,0.25,0,0.5,0,0
474,,Pawel Olszewski,0,0,80,0,0,0
475,,Adrian Bukowski,0,0,63.64,0.22,0,0
476,,Patryk Szwedzik,0,0.11,57.14,0.44,0,0
477,,Przemysław Maj,0,0,0,0.4,0,0
478,,Mehdi Lehaire,0,0,66.67,0.57,0,0
479,,Karol Borys,0,0,30.77,0.33,0,0
480,,Marcel Zylla,0,0,0,0,0,0
481,,Krystian Okoniewski,0,0.33,0,0.67,0,0
482,,Amadej Maroša,0,0.2,0,0.6,0,0
483,,Mateusz Żukowski,0,0,0,0.67,0,0
484,,Krystian Kardys,0,0,25,0.67,0,0
485,,Jedrzej Grobelny,0,0,0,0,0,0
486,,Szczepan Mucha,0,0.17,66.67,0.5,0,0
487,,Jakub Szymański,0,0,33.33,0.11,0,0
488,,Dušan Stojinović,0,0,55.56,0,0,0
489,,Luka Zarandia,0,0,28.57,0.43,0,0
490,,Jakub Konstantyn,0,0,0,0,0,0
491,,Ignacy Dawid,0,0,0,0,0,0
492,,Nikodem Zielonka,0,0,100,0,0,0
493,,Jakub Paszkowski,0,0,50,0.5,0,0
494,,Martin Hašek,0,0,0,0,0,0
495,,Milan Kvocera,0,0.2,57.14,0.6,0,0
496,,Maciej Śliwa,0.13,0.13,37.5,0.38,0,0
497,,Andrzej Trubeha,0,0.14,33.33,0.71,0,0
498,,Sebastian Bergier,0,0.29,25,0.57,0,0
499,,Michal Gurgul,0,0,100,0,0,0
500,,Stefanos Kapino,0,0,0,0,0,0
501,,Dominik Piła,0,0.21,37.5,0.64,0,0
502,,Tomasz Neugebauer,0,0,0,0,0,0
503,,Bartosz Kieliba,0,0,0,0,0,0
504,,Saša Balić,0,0.09,75,0.36,0,0
505,,Lirim Kastrati,0,0,0,0,0,0
506,,Dominik Holec,0,0,0,0,0,0
507,,Krzysztof Janus,0,0,0,0,0,0
508,,Jakub Wrąbel,0,0,0,0,0,0
509,,Albert Posiadała,0,0,0,0,0,0
510,,Yadegar Rostami,0,0,0,0,0,0
511,,Filip Rozga,0,0,0,0,0,0
512,,Jędrzej Hanuszczak,0,0,0,0,0,0
513,,Łukasz Gerstenstein,0,0,0,0,0,0
514,,Marcin Garuch,0,0,0,1,0,0
515,,Mariusz Pawelec,0,0,0,0,0,0
516,,Patryk Zaucha,0,0,0,0,0,0
517,,Mateusz Kempski,0,0,0,0,0,0
518,,Sebastian Strózik,0,0,0,0,0,0
519,,Hubert Szulc,0,0,0,0,0,0
520,,Bartlomiej Kolec,0,0,0,0,0,0
521,,Adam Debinski,0,0,0,0,0,0
