#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
313,,Nemanja Ljubisavljević,1.08,0.58,0,2.42,0.08,0.42
314,,Nikola Miličić,1.04,1.3,0,1.96,0,0.41
315,,Petar Đuričković,1.14,0.36,0,0.23,0,0.64
316,,Nenad Gavrić,0.32,0.37,0,0.16,0,0.05
317,,Vojo Ubiparip,0.12,0.12,0,0,0,0.12
318,,Milan Savić,0.75,0.75,0,0,0,0.5
319,,Marko Pantić,0.41,0.64,0,0.59,0,0.23
320,,Dragoljub Srnić,1,0.52,0,0.52,0,0.43
321,,Nemanja Mićević,0.86,1.43,0,3.29,0,0.29
322,,Zoran Danoski,1.04,0.44,0,0.26,0,0.93
323,,Edin Ajdinović,0.68,0.29,0,0.75,0,0.5
324,,Jovan Mituljikić,0.5,0.29,0,0.07,0,0.07
325,,Mihajlo Ilić,0.38,1.38,0,1.5,0,0.25
326,,Marko Ivezić,1.59,1.31,0,1.69,0,1.34
327,,Andrija Radovanović,0.88,1,0.08,3.13,0,0.29
328,,Ilija Babić,1.11,0.25,0,0.21,0,0.21
329,,Bojan Čečarić,0.38,0.19,0,0.44,0,0.22
330,,Marko Mrkic,0.25,0.5,0,0,0,0
331,,Marko Šimić,0.67,0,0,0.17,0,0.17
332,,Vasilije Janjić,0.33,0.33,0,0,0,0.33
333,,Jovan Zogović,0.13,0,0,0,0,0
334,,Luka Malić,3,0.33,0,0.33,0,1
335,,Luka Milojević,0.25,1.25,0,0,0,0.25
336,,Ivan Tatomirović,0.8,1.2,0.2,1.4,0,0.6
337,,Filip Jović,1.42,0.87,0,1.77,0,0.45
338,,Stefan Cvetković,0.28,0.28,0,0.2,0,0.32
339,,Mitar Ergelaš,0.74,0.3,0,0.65,0,0.61
340,,Samir Radovac,0.93,0.47,0,0.33,0,0.67
341,,Dајan Ponjević,1.82,0.65,0.06,1.24,0,0.88
342,,Bratislav Djukic,0.52,0.7,0.04,2.3,0,0
343,,Damjan Daničić,0.8,1.2,0,1.5,0,0.3
344,,Aleksandar Ćirković,0.6,0.8,0,0.2,0,0.4
345,,Nemanja Jović,0.73,0.14,0,0.14,0,0.5
346,,Milan Mitrović,1.36,0.71,0.07,3.36,0.07,0.36
347,,Stefan Kovač,1.4,0.96,0.04,0.28,0,1.08
348,,Anton Tolordava,2.83,2,0.17,3.5,0,0.33
349,,Nikola Popović,1.33,0.44,0.06,0.44,0,0.56
350,,Uroš Vidović,0.2,0.4,0,0,0,0.1
351,,Miloš Milovanović,1.9,1,0.1,1.9,0,0.3
352,,Miloš Ostojić,0.6,0.32,0.04,3.52,0.04,0.28
353,,Đorđe Ćosić,1.06,0.82,0,3.35,0,0.47
354,,Sava Petrov,0.37,0.14,0,0.63,0,0.29
355,,Branislav Tomić,0.09,0.36,0,0.18,0,0
356,,Mark Oliver Roosnupp,0.25,0.17,0,0.5,0,0.08
357,,Morice Abraham,0.4,0.07,0,0.07,0,0.33
358,,Đorđe Gordić,1.38,0.44,0,0.38,0,0.56
359,,Aleksa Marušić,0.5,0,0,0.4,0,0
360,,Nikola Vasiljević,0,0,0,0.75,0,0.25
